,question,answer,question_index,answer_index,document_index
13,What is the latest time guests are allowed to use their rooms on the departure day?,"
Guests may use rooms only for the period, which has been mutually agreed with the
hotel reception, at the latest until 11:00 am on the departure day. ",O,11,6
14,What are the consequences for a guest who fails to vacate the room within the designated time?," If a guest fails to vacate
the room within the designated time, reception shall charge this guest for the following
night's accommodation fee.",O,12,6
15,What is the fee for a late check-out?," For a possible late check-out please consult with the reception
in time, and upon availability we may grant a later check-out for a supplemental fee.",O,13,6
16,What is the hotel's official check-in time? ,"
Guests who take accommodation after midnight, shall still pay the price for
accommodation for the whole of the preceding night. The hotel’s official Check-in time is
from 02:00 pm. For a possible early check-in, please consult with the reservation team, or
the reception in advance.",O,14,6
17, What happens if a guest checks in after midnight?,"
Guests who take accommodation after midnight, shall still pay the price for
accommodation for the whole of the preceding night. The hotel’s official Check-in time is
from 02:00 pm. For a possible early check-in, please consult with the reservation team, or
the reception in advance.",C,14,6
18,Is the hotel management required to give consent for guests to move furniture?,"
Guests may not move furniture or interfere with the electrical network of electrical
appliances or other installation in any way without the consent of the hotel management.",O,15,6
19,What type of electrical appliances are guests allowed to use in their rooms? ,"
Guests may not use their own electrical appliances in the hotel building except for those
serving for personal hygiene (electrical shavers or massaging machines, hairdryers etc.), or
personal computers and telephone chargers. The rooms own electrical devices shall only be
used according to their main purpose.",O,16,6
20,"
Are there any restrictions on using the hotel's electrical devices?","
Guests may not use their own electrical appliances in the hotel building except for those
serving for personal hygiene (electrical shavers or massaging machines, hairdryers etc.), or
personal computers and telephone chargers. The rooms own electrical devices shall only be
used according to their main purpose.",C,16,6
21,What is the main reason guests are held responsible for any damages in the room?,"
Upon leaving their room, guests are obliged to turn off all water taps, and to turn off all
electric lighting and other electrical appliances in the room and close the door. Guests bear
full responsibility for any damages, which ensue from failure to abide by this prescription.",O,17,6
22,What is the consequence of losing the room key? ,"
Hotel guests are responsible for given room keys during their whole stay. In case of loss, the
guests are asked to inform reception staff immediately in order to prevent abusing the key.
Losing the room key will result in a penalty of 20 Eur, which is to be paid on the spot, at the
reception.",O,18,6
23, What is the amount that guests have to pay if they lose the room key?,"
Hotel guests are responsible for given room keys during their whole stay. In case of loss, the
guests are asked to inform reception staff immediately in order to prevent abusing the key.
Losing the room key will result in a penalty of 20 Eur, which is to be paid on the spot, at the
reception.",C,18,6
24,What is the minimum age requirement for children to be left unattended in hotel rooms and common areas?,"
For safety reasons it is not permitted to leave children under 12 years of age in hotel
rooms and other common areas of the hotel without adult supervision, and children under
12 years of age may not use the lift without supervision.",O,19,6
25,What are the legal prescriptions in Hungary regarding guest responsibility for hotel damages?,"
Guests are responsible for damages caused to hotel property according to the valid legal
prescriptions of Hungary.",O,20,6
26,Is the hotel's inner courtyard parking facility available for all guests? ,"
The hotel’s inner courtyard parking facility may be used only upon availability of parking
slots. Slots marked as ’Private’ are to be left free for their owners. For parking fees please
consult the reception or see the website of the hotel.",O,21,6
27, Is there an additional fee for parking at the hotel?,"
The hotel’s inner courtyard parking facility may be used only upon availability of parking
slots. Slots marked as ’Private’ are to be left free for their owners. For parking fees please
consult the reception or see the website of the hotel.",C,21,6
28,What are the conditions for payment of accommodation and services at the location? ,"
Guests are obliged to pay the price agreed upon according to the written confirmation of
their reservation. ‘On the spot’ payments for accommodation and other services are to be
made at the beginning of the stay. The bill is payable upon presentation to the guest.",O,22,6
29,"
What will happen if a guest is unable to pay the bill upon presentation?","
Guests are obliged to pay the price agreed upon according to the written confirmation of
their reservation. ‘On the spot’ payments for accommodation and other services are to be
made at the beginning of the stay. The bill is payable upon presentation to the guest.",C,22,6
30,What kind of complaints would the hotel purposefully arrange to rectify?,"
We shall be happy to listen to any suggestions for improvement of the accommodation
and catering services in the hotel. In case of any complaints we shall purposefully arrange
the rectification of any insufficiencies.",O,23,6
31,What is the maximum number of animals allowed per room? ,"
Dogs and other animals may be taken into the hotel premises only with the consent of
reception for a surcharge 15 Eur/animal/night (max. 2 animal / room). Their owners must
thoroughly abide by the instructions of reception.",O,24,6
32, Is there a charge for taking a dog into the hotel premises?,"
Dogs and other animals may be taken into the hotel premises only with the consent of
reception for a surcharge 15 Eur/animal/night (max. 2 animal / room). Their owners must
thoroughly abide by the instructions of reception.",C,24,6
33,What is the purpose of socializing the pet mentioned in the text?,"
The pet is socialized, vaccinated, and has no fleas or ticks.",O,25,6
34,Is it necessary to supervise pets in the presence of other guests?,"
The pets can not be left without supervision if there is a risk of causing any
damage or might disturb other guests.",O,26,6
35,What type of accommodations are typically prohibited from being used for bathing or washing animals?,"
Animals may not be allowed onto beds or other furniture, which serves for
guests. It is not permitted to use baths, showers or washbasins for bathing or
washing animals.",O,27,6
36,Is it sanitary to use utensils for both human food and dog food?,"
Utensils, which serve for preparation or serving of food to guests, must not be
used for feeding dogs or other animals.",O,28,6
37,What are the consequences for owners if their animals make noise outside of the designated quiet hours?,"
Owners are responsible for ensuring that animals are kept quiet between the
hours of 10:00 pm and 06:00 am. In the case of failure to abide by this
regulation the guest may be asked to leave the hotel without a refund of the
price of the night's accommodation.",O,29,6
38,What type of damages are typically considered by hotels when assessing responsibility?,"
Owners are fully responsible for any damages caused to hotel property by
their animals.",O,30,6
39,When can pets be present in the hotel restaurant?,"
Pets are allowed in the hotel restaurant only from 12:00, provided the
animal's behavior and cleanliness are adequate and they do not disturb other
guests. ",O,31,6
40,When is the hotel terrace open?," Pets are not allowed in the restaurant during breakfast time
(7:00 – 10:30) for hygienic reasons due to the breakfast’s buffet style. An
exception is the case when the hotel terrace is open, as pets can be taken to
the terrace through the hotel's main entrance and they can stay there during
breakfast.",O,32,6
41,What is the purpose of displaying fire alarm escape routes at the inner side of each guest room doors?,"
During their stay in the hotel, each guest is obliged to act in such a manner as to ensure
that their conduct does not cause the outbreak of fire. Fire alarm escape routes are
displayed at the inner side of each guest room doors.",O,33,6
42,What should guests do if they notice a fire in the building?,"
In the case of fire, guests are obliged to notify the reception without hesitation, either
directly, or on the phone (0) and may use a portable fire extinguisher located at the corridors
of each floor to extinguish the flames. The use of the elevator in case of fire is prohibited!",O,34,6
43,What is the penalty fee for smoking in the hotel rooms?,"
Smoking is prohibited in the whole building of the hotel (both in the rooms and in the
common areas). Violation of this rule will trigger a penalty fee of 100-200 Eur depending on
the smoke odors experienced in the room, and the amount is calculated by discretion of the
hotel.",O,35,6
44,What is the primary responsibility of the hotel in the event of a guest's sickness or injury?,"
The hotel shall ensure provision of first aid and helps organizing a transport to hospital in
the case of sickness or injury to guests.",O,36,6
45,Who is allowed entry to occupied hotel rooms?,"
Entry to occupied hotel rooms is permitted to the chambermaid who is allocated to the
given room, the hotel housekeeper, the accommodation manager and maintenance staff in
the case of reporting of a technical defect in the room.",O,37,6
46,"Where can you find the ""do not disturb"" card?","  If you do not want someone to enter
your room, please hang the ""do not disturb” card on your room’s outside door handle. It can
be found in the entrance area of your room.",O,38,6
47,What are the prices for minibar products found in the kitchen area?,"
Consuming the products from the minibar involves additional costs. You can find the
prices in the kitchen area.",O,39,6
48,Is a washing machine available for free on the lower floors of the building?,"
Washing machine – available at an extra cost on the 6-th floor. Please contact the
reception for further information.",O,40,6
49,Is the drying machine available for use on the 6th floor free of charge.,"
Drying machine - available at an extra cost on the 6-th floor. Please contact the
reception for further information.",O,41,6
50,What is the typical duration for a stay where a microwave oven is considered an equipment of the kitchenette? ,"
Microwave oven – can be requested depending on availability. In case of longer stay
(weeks) it is an equipment of the kitchenette. Please contact the reception!",O,42,6
51,"
Is the microwave oven available for all guests, or only for those with specific requirements?","
Microwave oven – can be requested depending on availability. In case of longer stay
(weeks) it is an equipment of the kitchenette. Please contact the reception!",C,42,6
52,What are the consequences for a hotel guest who seriously violates the hotel regulations?,"
Hotel guests are obliged to abide by the provisions of these hotel regulations. In the case of
serious violation, the reception or hotel management may withdraw from the contract on
accommodation services before the elapse of the agreed period.",O,43,6
53,What type of damage can the hotel charge a compensation fee for?," In cases where the hotel
suffers damage (either physical, or moral) due to the guests’ violation of the above rules, it
may charge a compensation fee in proportion to the damage. Moral damage may be for
example disturbing other guests, thus ruining the reputation of the hotel.",O,44,6
54,What is the preferred method for reporting complaints and defects according to the hotel's policy?,"
We request that guests report any complaints and defects to the hotel reception or hotel
management in person. Your complaints shall be attended to immediately.",O,45,6
55,"What is the primary method of providing hotel regulations to guests? 
","
These hotel regulations are available to guests in their rooms, at the hotel reception, and on
the hotel’s website: www.charleshotel.hu ",O,46,6
56, Where can guests find the hotel's website?,"
These hotel regulations are available to guests in their rooms, at the hotel reception, and on
the hotel’s website: www.charleshotel.hu ",C,46,6
