;question;answer;question_index;answer_reformulate;answer_index;document_index;question_reformulate
10;What is the penalty for cancelling a guaranteed reservation after 72 hours?;"If the guaranteed with credit card reservation is cancelled after more than 72 hours
before the date of arrival or in case of no -show, a penalty equal to the
accommodation cost for the first night will be charged.";10;"[""\nIf you cancel your guaranteed credit card reservation after more than three days prior to arrival or fail to show up, we will charge the full first night's stay "", ""\nUpon cancellation of a confirmed booking made with a credit/debit card more than 72 hours in advance, a penalty fee equal to one night's accommodation cost will be levied "", ""\nWhen cancelling your guaranteed credit card reservation after a period exceeding three days prior to arrival or in case of no-show, we reserve the right to charge the full first night's stay "", '\nIf you cancel your confirmed booking made using a credit/debit card more than 72 hours before check-in, you will be charged a nightly rate equivalent penalty fee ', ""\nIn the event of cancellation of a guaranteed credit card reservation after three days or more prior to arrival or failure to appear, we charge one night's accommodation cost "", ""\nUpon guaranteed credit card reservation cancellation more than 72 hours in advance, no-show or late check-out, one night's stay will be charged "", ""\nIn case of cancelling your confirmed booking made with a credit/debit card after three days prior to arrival or failing to arrive, a penalty equal to the first night's accommodation cost will be levied "", ""\nIf a guaranteed credit card reservation is cancelled more than 72 hours in advance, you will incur a nightly rate equivalent charge for one night's stay "", ""\nWhen cancelling a confirmed booking made using a credit/debit card after three days or more prior to arrival, we reserve the right to charge the full first night's accommodation cost "", '']";8;12;"['\n\nWhat happens when you rescind a booked appointment within a 72-hour window ', ""\n\nWhat's the fine for abandoning a secured reservation past the three-day mark "", '\n\nCan I get penalized for cancelling a pre-arranged engagement after three days have passed? ', ""\n\nIs there an additional fee for revoking a guaranteed spot after three days' notice? "", '\n\nHow much will I be charged for backing out of a confirmed booking beyond 72 hours? ', '\n\nWhat are the repercussions of cancelling a pre-booked appointment past the three-day window? ', '\n\nCan I avoid a penalty by not cancelling my booked reservation within the first three days? ', '\n\nIs there an extra cost associated with cancelling a secured spot after the three-day deadline has passed? ', '\n\nHow severe is the penalty for cancelling a confirmed booking after 72 hours have elapsed?']"
11;"What is the cancellation policy for hotel reservations made during the hot season period? 
";"On the hot season period (01/07 -15/08) cancellation is not possible. In case of
reservation cancellation or no show, the hotel will not return pre-paid amount.
If a reservation is made via the online booking system, the cancellation shall be in
accordance with their booking cancellation conditions.";11;[' \nIn the event of cancelled reservations or failure to appear, we will not refund advance payments ', ' \nFor guests who book through our online platform, cancellations must adhere to their own policies ', ' \nWhen making a reservation during the high season (01/07 -15/08), no refunds are possible ', ' \nUpon cancelling a confirmed reservation or failing to show up, any pre-paid amounts will be forfeited ', ' \nShould you cancel your booking or fail to check in, we will not refund your deposit ', ' \nIf cancellation occurs during the summer months (01/07 -15/08), all payments are non-refundable ', ' \nIn the event of cancelled bookings or no shows, prepaid funds will not be returned ', ' \nDuring the peak tourist season (01/07 -15/08) cancellations cannot be made ', ' \nCancellations made during the summer period (01/07 -15/08) carry a penalty of full payment retention'];9;12;"[' How do hotels handle cancellations made during the height of tourist season ', ' Can you get out of paying for a hotel room if you cancel during the hot weather season ', ' What happens to your deposit if you need to cancel a hotel reservation made during the warmest time of year ', ' Can you still get reimbursed if you have to cancel a hotel stay that was booked in advance during the summer months ', ' Is there any flexibility with hotel cancellation policies during the peak summer period ', ' Do hotels offer refunds or credits for cancellations made during the hot season ', "" What's the procedure for cancelling a hotel reservation that was made during the summer holiday period "", ' Can you get a refund on your hotel stay if you cancel due to unforeseen circumstances during the hot weather months ', '']"
12; What happens if a guest cancels their reservation or fails to show up during the hot season period?;"On the hot season period (01/07 -15/08) cancellation is not possible. In case of
reservation cancellation or no show, the hotel will not return pre-paid amount.
If a reservation is made via the online booking system, the cancellation shall be in
accordance with their booking cancellation conditions.";12;[' \nIn the event of cancelled reservations or failure to appear, we will not refund advance payments ', ' \nFor guests who book through our online platform, cancellations must adhere to their own policies ', ' \nWhen making a reservation during the high season (01/07 -15/08), no refunds are possible ', ' \nUpon cancelling a confirmed reservation or failing to show up, any pre-paid amounts will be forfeited ', ' \nShould you cancel your booking or fail to check in, we will not refund your deposit ', ' \nIf cancellation occurs during the summer months (01/07 -15/08), all payments are non-refundable ', ' \nIn the event of cancelled bookings or no shows, prepaid funds will not be returned ', ' \nDuring the peak tourist season (01/07 -15/08) cancellations cannot be made ', ' \nCancellations made during the summer period (01/07 -15/08) carry a penalty of full payment retention'];9;12;"['\nHow do hosts typically handle instances of guests backing out of reservations at peak times ', '\nWhat repercussions arise from the failure of summer travelers to honor their commitments ', '\nWhat measures can be taken by property owners when guests cancel or fail to appear as scheduled during popular seasons ', ""\nAre there any standard procedures followed in case a guest drops off or doesn't show up for a confirmed reservation during busy periods "", '\nHow do businesses cope with guest no-shows and cancellations during their peak season ', '\nWhat policies are usually put into place by establishments when guests fail to honor reservations during the height of tourist season ', '\nCan property owners recover any losses when guests cancel at short notice or fail to appear as scheduled ', '\nAre there any common penalties assessed against guests who fail to show up for confirmed reservations during busy times ', '\nHow can accommodations and tour services prepare themselves financially in case last-minute cancellations occur among high-demand clients ', '']"
13;What are the two main reasons why a hotel may cancel a booking in an emergency situation?;"
In emergency situations, the hotel can cancel booking for objective reasons, for
example:
- the hotel does not accept liability for force majeure or other reasons which affect
hotel service performance;
- if wrong or misleading information concerning personal identity or intention of stay
is provided by booking the room;";13;"[' \nThe lodging establishment reserves the right to cancel reservations due to unforeseen events ', ' \nIn situations beyond control, the hotel can terminate bookings for valid reasons ', ' \nFor force majeure or other compelling reasons affecting service delivery, the hotel cannot assume responsibility ', ' \nIf incorrect or misleading information regarding personal identification or purpose of stay is provided during booking, accommodations may be cancelled ', "" \nReservations may be terminated by the hotel in cases where it's impractical to maintain service "", ' \nThe lodging establishment can cancel bookings due to unforeseen circumstances affecting operational efficiency ', '\nFor reasons beyond control, including force majeure, liability cannot be assumed for performance issues ', ' \nDue to incorrect or misleading information provided during booking, accommodations may be cancelled ', ' \nIn situations of compelling necessity, the hotel reserves the right to terminate bookings ', '']";10;12;"[' \nWhy do hotels frequently choose to rescind bookings in the face of unexpected events ', "" \nUnder what conditions might a hotel opt to revoke a guest's accommodation arrangement "", "" \nIn cases where unforeseen circumstances arise, what drives a hotel's decision to cancel a booking "", ' \nWhat are the leading causes that prompt a hotel to call off an existing reservation due to emergency circumstances ', ' \nWhen faced with unforeseen situations, on what grounds can a hotel rescind an ongoing booking ', "" \nWhy do hotels often break off a guest's booking when dealing with urgent matters "", ' \nUnder what scenarios might a hotel decide to cancel a previously made reservation ', "" \nIn the face of emergencies, what are the two main factors that typically cause a hotel to terminate a guest's accommodation arrangement "", ' \nWhat circumstances lead to a hotel exercising its right to revoke an existing reservation in exceptional cases ', '']"
14;Does the hotel's reasonable booking cancellation policy exempt them from liability for any losses incurred by the client?;"
By reasonable booking cancellation on behalf of the hotel, the client has no right to
the loss compensation.";14;[' The client will not receive any compensation by cancelling their booking fairly ', ' Hotel does not bear responsibility for loss caused by timely cancellation ', ' Client cannot expect reimbursement upon cancelling a reservation ', ' No compensation can be claimed following a reasonable cancellation ', ' In cases of reasonable cancellations, the hotel owes no liability for losses ', ' By making a prompt cancellation, clients have no right to claim damages ', ' Cancellation rights are not linked to monetary compensation ', ' The client will not receive any form of payment after cancelling their booking ', ' Client does not qualify for any reimbursement due to timely cancellation ', ''];11;12;"[""\nCan a mid-range lodging establishment's straightforward refund procedure safeguard them against customer complaints "", '\nIs it common practice among budget-friendly inns to have a clear cancellation and refund guideline that protects them from monetary repercussions ', ""\nDoes the hotel's liberal return and refund policy exempt them from taking responsibility for any financial setbacks incurred by their clients "", '\nCan a no-questions-asked money-back guarantee be used as grounds for a hotel to deny liability for client losses ', '\nIs it standard operating procedure among 3-star hotels to have a cancellation and refund policy that absolves them of blame in case of customer monetary loss ', '\nDoes the flexibility shown by an economy class inn regarding check-in changes entitle them to refuse compensation for any financial damages sustained by their guests ', ""\nCan a business-friendly hotel's straightforward booking and cancellation terms shield them from accountability for client financial losses "", '\nIs it customary among boutique hotels to have a clear no-refund policy that releases them from liability in the event of client monetary loss ', ""\nDoes an accommodation establishment's lenient booking policy and refund procedure absolve them of responsibility for any financial repercussions experienced by their clients "", '']"
16;What is the minimum amount of cash deposit required by the hotel for guests who do not provide a credit card?;"To check-in the hotel, all guests must provide hotel administration a valid passport or
ID card and a valid guest credit card to guarantee potential additional services. If
guest does not agree to present a credit card, guest must submit a cash deposit in
amount of 200.00 EUR to guarantee potential additional services.";16;[' \nIn order for guests to check-in, they must present legitimate travel documents and provide a valid credit card as a guarantee of future services. ', ' \nAll guests are required to show a legitimate passport or ID and a valid guest card when checking in at the hotel to cover potential extra services. ', ' \nWhen staying with us, all visitors must hand over their genuine identification papers and a valid credit card to secure any additional benefits. ', ' \nEach visitor must provide authentic travel documents and give a valid guest card as security for possible extra amenities before they can register with us. ', ' \nAs a condition of entry, hotel guests are required to present a legitimate passport or ID along with a valid guest card as collateral for potential services beyond check-in. ', ' \nIn order to guarantee any supplementary services that may be needed during their stay, all visitors must provide genuine identification and a valid credit card at the time of registration. ', ' \nUpon arrival, each visitor will need to show their authentic travel documents and a valid credit card to serve as a security deposit for potential additional benefits at our hotel. ', ' \nEach guest is required to present a legitimate passport or ID card along with a valid guest card when checking in at our establishment as a guarantee of any supplementary services that may be necessary during their stay. ', ' \nTo safeguard against any additional services that might be needed, each visitor will need to show genuine identification papers and give a valid credit card at the time of registration.'];13;12;"["" \nHow much initial money does a hotel typically ask from patrons who can't show a credit card "", ' \nCan you tell me the minimum down payment that hotels require from guests without a credit card ', "" \nWhat's the smallest amount of money a hotel will accept as deposit from visitors who don't have a credit card "", "" \nHow little cash can someone pay upfront at a hotel if they're not offering a credit card "", ' \nWhat is the base price that hotels charge guests for not having a valid credit card? ', '\nCan you inform me about the lowest initial payment required by hotels from customers with no credit card ', "" \nDo hotels have a minimum deposit policy for patrons who don't carry a credit card? "", ' \nHow much less money does a hotel take as advance fee from clients who are unable to provide a working credit card ', '']"
17;What is the purpose of presenting a credit card upon arrival?;"
If a reservation is made in advance or via online reservation sistems, upon arrival
guest must present the booking confirmation or a voucher from tour company and a
credit card which was mentioned to guarantee a reservation.";17;[' \nGuests arriving after an advanced online registration must provide booking documentation ', ' \nUpon early check-in, customers are expected to produce their booking ID or travel voucher ', ' \nTo confirm an earlier reserved room, the guest should show a printed or digital confirmation code ', ' \nWhen reserving in advance, guests need to present a printed or electronic reservation record ', ' \nA pre-registered visitor must display a tour agency voucher and a credit card used as payment ', ' \nUpon check-in, early registrants are expected to produce their online booking confirmation ', ' \nIn case of an advanced registration, the guest must show a paper or digital copy of the booking slip ', ' \nGuests arriving after registering in advance must provide a printed or electronic proof of booking ', ' \nTo confirm a pre-booked room, customers should display their reservation ID and a credit card ', ''];14;12;[' Why do establishments ask for credit card details upon arrival ', ' Can guests be expected to present their charge cards at the outset ', ' Is it customary to produce a payment card on entering a hotel ', ' What is the norm regarding credit card presentation upon check-in ', ' Do hosts typically request that visitors display their debit/credit cards initially ', ' At what point should visitors show their credit cards during the accommodation process ', ' In what manner do lodging establishments usually require guests to present their bank cards ', ' How are guests expected to provide payment details at the start of their stay ', ' Is it standard practice for accommodations to ask guests to submit their charge cards beforehand']
18;What is the purpose of pre-authorizing a guest's credit card?;"
The hotel reserves the right to pre-authorize guest's credit card for the amount that
would cover the accommodation costs.";18;"["" \nThe venue preserves the privilege of making an initial validation on client's bank account for the amount intended to cover expenses.\n"", "" \nThe guesthouse retains the right to provisionally verify patron's payment card for the sum required to offset hotel charges.\n "", ""\nThe resort keeps the option to pre-approve visitor's charge instrument for the aggregate necessary to settle accommodation fees.\n"", "" \nThe hospitality establishment reserves the faculty to make a preliminary validation on client's account for the amount needed to meet room expenses.""]";15;12;"["" How do establishments justify holding onto a visitor's financial information before an actual charge occurs? "", "" What prompts lodging providers to verify a customer's payment capability prior to their stay? "", "" What is the justification for securing a hotel guest's credit card details as part of the reservation process? "", "" Why do hotels pre-authorize a guest's credit card before processing any charges related to their visit? "", "" In what ways do establishments use a guest's credit card information before finalizing a payment transaction? "", "" How does the practice of holding onto a guest's credit card funds serve the interests of lodging providers? "", "" What are the primary motivations behind hotels' widespread adoption of pre-authorizing guests' credit cards? "", "" By securing a visitor's financial details ahead of time, what advantages do hotels gain in their business operations?""]"
19;When checking in, is payment for accommodation always required immediately?;"
Payment for accommodation must be made during the check in.
The hotel can offer an early check-in and late check-out in case of approving the
availability in advance with the hotel administration.";19;[' \nRegistration charges must be settled on arrival ', ' \nA fee is necessary upon entering our establishment ', ' \nCharges for a place to stay are required during sign-in ', ' \nThe cost for housing must be covered upon check in ', ' \nWe need payment for a room when you arrive ', ' \nAccommodation costs should be paid at the time of registration ', ' \nFees for lodging are due upon arrival and registration ', ' \nYou will have to pay for your accommodation on the day you move in ', ' \nRegistration charges require payment at the moment of entry ', ''];16;12;"[' Do you usually need to settle your hotel bill at check-in time? ', ' Is it standard practice to require payment upon arrival at a rooming house? ', "" Must you pay the entire stay's cost when registering at a hostel? "", ' At what point in the hotel check-in process is payment for accommodations usually due? ', ' Does one have to make an immediate payment when checking into a bed and breakfast? ', ' When settling into a residence, does one always have to pay right away? ', ' Can you expect to be charged on the spot during the check-in procedure at a hotel? ', "" Is it customary to need to cover your stay's expenses at the moment of arrival at a guesthouse?""]"
20;What is the additional cost for early check-in for a 2-night stay?;"Early check-in is available from 10:00 a.m. for an additional cost in amount of 25 %
of the booked room rate for 1 night.";20;"[' 10am for an extra fee equalling 25% of the nightly room price.\n\nPrior to check-in, guests can arrive from ', ' 10am and incur a supplemental charge equivalent to 25% of their one-night room rate.\n\nFrom ', "" 10am, early arrival is possible, however it incurs an additional expense of 25% of the booked accommodation's nightly tariff.\n\nGuests are permitted to arrive prior to check-in time from "", ' 10am at an extra cost equaling 25% of the daily room rate.\n\nThe facility allows for early entry starting from ', ' 10am, with a supplementary charge of 25% being levied on top of the one-night room fee.\n\nStarting from ', ' 10am, it is possible to check-in earlier than scheduled time at an additional cost representing 25% of the nightly accommodation price.\n\nEarly access is available beginning at ', "" 10am for an additional fee amounting to 25% of the room rate for a single night's stay.\n\nPrior to the standard check-in period, guests can arrive from "", ' 10am and will be charged an extra 25% on top of their one-night room rate.\n\nEarly entry is permitted commencing at ', ' 10am with a supplementary charge levied equivalent to 25% of the nightly accommodation tariff.\n\nGuests are allowed to arrive early from ', "" 10am, though this will incur a supplemental fee equaling 25% of their booked room's daily rate.""]";17;12;"['What supplementary charges apply to arriving at a property ahead of schedule for a couple of nights?\n\n', 'How much does it set you back to get into your accommodation before the standard check-in time for a 48-hour stay?\n\n', ""What's the premium you pay for accessing your hotel room earlier than planned for a weekend getaway?\n\n"", 'Can you tell me what extra expenses come with checking in early for a short visit of two nights?\n\n', 'How much does it cost to get an early start on your trip by arriving at your accommodation sooner than usual for a 2-night stay?\n\n', ""What's the additional expense incurred when checking into your room ahead of schedule for just a couple of nights?\n\n"", 'What supplementary costs apply when arriving earlier than expected for a short visit lasting two nights?\n\n', ""How much does it cost to get an early start on your trip by arriving at your accommodation sooner than usual, given that you're staying there for 48 hours?\n\n"", 'What extra expenses do you incur when checking in ahead of the standard time for a brief stay of two nights?']"
21;What is the latest time guests can check out of the accommodation?;Late check-out available until 6:00 p.m.;21;['\nExtended checkout time allowed till 18:00 hours ', '\nCheck-in curfew extended to 1800 local time ', '\nDeparture after normal check-out time possible ', '\nExtra time for packing and leaving allowed ', '\nLate exit from room permissible until 18:00 ', '\nFlexible departure schedule available till 6 PM ', '\nExtension of checkout granted up to 1830 hours ', '\nRelaxed checkout policy in effect till 1800 ', '\nAdditional time for guests to vacate permitted ', ''];18;12;"[' At what hour are visitors required to vacate their rooms?\n\n', ' When do guests have to leave the premises?\n\n', ' Can you provide the deadline for checking out of the guesthouse?\n\n', ' How late in the day can overnight visitors stay on at the inn?\n\n', "" What's the final time for departing from the boarding house?\n\n"", ' At what point must paying guests bid farewell and vacate their quarters?\n\n', ' Is there a specific hour when residents are expected to leave their accommodations?\n\n', ' Can you specify the last time people can depart from the residence?']"
22;What time is considered the deadline for leaving the hotel to avoid the additional payment?;"Leaving the hotel before 4:00 p.m., the additional payment for the accommodation
will be in amount of 25 % of the booked room rate for 1 night.";22;"["" be 25% of the contracted nightly rate.\nExiting the hotel before 4 pm, the charge for an additional night's stay "", ' will be 25% of the original booking price.\nDeparting the hotel by 4 p.m., the extra payment for overnight accommodations ', ' will amount to 25% of the room rate for one evening.\nLeaving early, a further fee of 25% of the nightly room charge ', ' applies when checking out before 16:00.\nBefore 4 pm checkout, an additional payment equal to 25% of the daily rate ', ' is required for overnight accommodation.\nUpon departure prior to 4 p.m., a supplemental charge of 25% of the one-night stay ', ' will be incurred.\nWhen departing before 16:00, a surcharge equivalent to 25% of the nightly room price ', ' will apply.\nPrior to 4 pm checkout, an extra payment of 25% of the nightly accommodation cost ', ' is necessary.\nLeaving the hotel before 16:00, a supplemental charge of 25% of the daily rate for one night ', ' will be applied.']";19;12;"['\nAt what hour must I vacate the premises to sidestep supplementary fees ', ""\nWhen does the clock tick over to 'no free extensions' for my hotel stay "", '\nHow late can I linger in my room without incurring an additional fee? ', ""\nWhat's the last moment I can depart before being billed extra? "", '\nAt what hour does the hotel consider a guest still on premises a trespasser with an unpaid bill ', ""\nCan I stay beyond 'X' time and avoid paying for another night "", ""\nWhen is checkout considered 'late' by hotel policy, thus necessitating additional payment "", '\nHow much longer can I hang out in my hotel room without being charged extra? ', ""\nWhat's the final hour for a guest to depart before being charged for an additional day "", '']"
23;What happens if the guest checks out after 6:00 p.m. but before the standard checkout time?;"Leaving till 6:00 p.m., the additional payment for accommodation will be in amount
of 50 % of the booked room rate for 1 night.";23;[' the supplementary fee for accommodation ', ' will be 50% ', ' of the nightly rate ', ' at an hourly charge ', ' of half the daily tariff ', ' for overnight stay ', ' a one-off supplement of 50% ', ' on the room price per night ', ' extra payment of 50% ', ' is required for the first night.'];20;12;"[' How does the establishment handle early departures?\n\n', ' In what circumstances will guests be allowed to vacate their rooms after regular checkout hours?\n\n', ' What are the rules for guests who wish to leave their accommodations prior to the standard departure time?\n\n', ' Can guests pay a fee to extend their stay past the usual checkout hour?\n\n', "" What happens when guests depart before the scheduled checkout time but still want to stay in the hotel's facilities?\n\n"", ' How does the staff respond to early checkouts or room vacating by guests?\n\n', ' Are there any penalties or fees associated with checking out before the standard departure time?\n\n', ' In cases of early departure, are guests entitled to a refund for unused services or amenities?\n\n', ' What procedures must be followed if a guest wishes to leave their accommodations ahead of schedule?']"
24;What time is considered the departure time in this text?;"Departing after 6:00 p.m. The additional payment for accommodation will be in
amount of 100 % of the booked room rate for 1 night.";24;"[' The supplementary charge for lodging will be equal to one hundred per cent of the price listed on the reservation for a single evening ', ' Exiting after half-past six PM ', ' Extra fees for overnight stay will reach one hundred percent of the nightly room rate ', "" After six o'clock, an additional fee equivalent to one hundred percent of the room tariff will apply "", ' Following 1800 hours, the supplementary cost for accommodation will be exactly one hundred percent of the booked rate per night ', ' Beyond six PM, there will be a supplemental payment for lodging equivalent to one hundred percent of the nightly rate ', ' Departing after half past six, an additional charge equal to one hundred percent of the room price will apply ', "" The extra fee for lodgings after six o'clock will be precisely one hundred percent of the booked nightly rate "", "" Leaving at or after six PM, a supplementary payment of one hundred percent of the single night's room cost will occur""]";21;12;[' When does it become officially underway? ', ' At what moment do things start to move forward? ', ' What schedule indicates the initial departure? ', ' What marks the official beginning of activities? ', ' What signifies the point when events commence? ', ' How much past the clock strikes is considered the launch time? ', ' When does the action begin according to this context? ', ' What hour signifies the start of proceedings? ', ' What denotes the departure hour mentioned in this text?']
25;Can an extra bed be added to a room without prior confirmation with the hotel administration?;"There is possibility to place 1 extra bed (fold-out chair) and 1 baby cot in the room.
On the client request an extra bed must be confirmed with hotel administration at the
time of booking.";25;"['An additional fold-down bed and infant mattress are available subject to customer preference.\n', ""It's possible to accommodate one more person using a portable folding seat and a baby bed.\n"", 'One extra sleeper can be accommodated with the use of a wall-bed and an infant cot, however prior arrangement is required.\n', 'Upon client request, it might be possible to place an extra bed or crib in the room pending confirmation from hotel staff.\n', 'An additional folding bed and baby cot are available for clients who require extra accommodation space.\n', 'The hotel can accommodate one extra sleeper using a fold-up chair or infant mattress, but this must be agreed upon at time of booking.\n', 'In order to add an extra person, a collapsible seat or baby bed may be brought into the room subject to prior arrangement with hotel staff.\n', 'Client request for additional accommodation (such as a folding bed and crib) will need to be approved by hotel administration before being accommodated in the room.\n', 'An extra sleeper can be accommodated using a wall-bed and infant cot, but client must inform hotel about this requirement at time of booking.']";22;12;"['\nMay a supplementary bed be installed in a room without preliminary permission from hotel officials? ', '\nIs it permissible to introduce a spare bed into a hotel room without prior approval from the hotel administration? ', '\nAre extra beds allowed to be brought into a room without first checking with hotel staff? ', '\nCan a guest bring their own extra bed into a hotel room without informing the front desk? ', '\nIs it possible to set up an additional sleeping area in a hotel room without asking permission from the management team? ', ""\nMay an extra bed be added to a hotel room without consulting the hotel's customer service department? "", ""\nCan a spare bed be placed in a guestroom without first notifying the hotel's administration office? "", '\nIs it possible to install an additional bed in a hotel room without prior confirmation with the hotel staff? ', ""\nCan a supplementary sleeping arrangement be made available in a hotel room without informing the hotel's reservation department?""]"
26;What is the age requirement for a free stay in one room with adults?;"For children under 6 years of age, residence in one room with adults are free of
charge.";26;"[' up to 5 years ', ' old ', ' can live ', ' freely ', ' in a ', ' single room ', ' with ', ' grownups ', ' for ', ' nothing.\n\nFree ', ' lodgings ', ' for youngsters ', ' six ', ' and under ', ' in ', ' one ', ' shared ', ' bedroom ', ' with ', ' the ', ' grown ', ' ups ', ' are ', ' allowed.\n\nYoungsters ', ' five ', ' or ', ' less ', ' years ', ' old ', "" don't "", ' have ', ' to pay ', ' for ', ' living ', ' together ', ' with ', ' adults ', ' all ', ' in ', ' one ', ' room.\n\nZero ', ' cost ', ' residency ', ' is ', ' available ', ' for ', ' kids ', ' six ', ' and ', ' under ', ' when ', ' they ', ' live ', ' in ', ' a ', ' shared ', ' bedroom ', ' with ', ' grown ', ' ups ', '.\n\nResiding ', ' free ', ' of ', ' charge ', ' is ', ' allowed ', ' for ', ' young ', ' ones ', ' five ', ' years ', ' old ', ' or ', ' less ', ' living ', ' together ', ' in ', ' one ', ' room ', ' with ', ' the ', ' adults ', '.\n\nFor ', ' kiddos ', ' six ', ' and ', ' under ', ' residing ', ' together ', ' with ', ' grown ', ' ups ', ' all ', ' in ', ' a ', ' single ', ' bedroom ', ' is ', ' cost ', ' free ', '.\n\nYoungsters ', ' five ', ' years ', ' old ', ' or ', ' less ', ' are ', ' eligible ', ' for ', ' no ', ' charge ', ' residency ', ' when ', ' they ', ' live ', ' in ', ' one ', ' shared ', ' bedroom ', ' with ', ' the ', ' adults ', '.\n\nLiving ', ' together ', ' in ', ' a ', ' single ', ' room ', ' with ', ' grown ', ' ups ', ' is ', ' free ', ' of ', ' charge ', ' for ', ' young ', ' ones ', ' who ', ' are ', ' six ', ' years ', ' old ', ' or ', ' less ', '.\n\nNo ', ' fee ', ' is ', ' required ', ' for ', ' kids ', ' living ', ' with ', ' adults ', ' all ', ' in ', ' one ', ' shared ', ' bedroom ', ' when ', ' they ', ' are ', ' five ', ' years ', ' old ', ' or ', ' less ', '.']";23;12;"["" What's the youngest permissible age to enjoy lodging at no charge alongside adults?\n\n"", ' At what point in life can an individual reside rent-free among adult companions?\n\n', "" Can minors obtain permission to stay overnight for free as long as they're accompanied by grown-ups?\n\n"", "" How young must someone be to take advantage of free accommodation if they're staying with adults?\n\n"", "" What's the age threshold that allows kids to live with adults without paying a lodging fee?\n\n"", ' At what age can a person reside with adults and not have to pay for accommodations?\n\n', ' Is there an age limit below which individuals are exempt from paying for shared lodging among grown-ups?\n\n', "" Can minors enjoy free board at any age as long as they're living with adult relatives?\n\n"", "" What's the youngest permissible age for a child to stay rent-free while living with adults?""]"
27;What is the percentage of the room rate that is charged as an additional fee for a third person residing in the room who is 6-12 years old?;"For the third person residence in the room, which is 6-12 years old, there is an
additional fee, which is 10% of the room rate for the accommodation period.";27;"['\nThird-party residents staying in the room aged 6-12 ', '\nA supplementary charge applies for children residing in the room ', '\nGuests under the age of 12 occupying a room will incur an additional cost ', '\nA fee is applicable for minor occupants within a residence ', ""\nFor underage residents in the room, there's an extra charge "", '\nAdditional charges apply to minors residing in a shared accommodation ', '\nChildren between 6-12 years old occupying a room incur a supplementary fee ', ""\nThere's a supplemental payment required for young guests staying in the room "", '\nUnderage occupants in the room will receive an additional billing ', '']";24;12;"[' \nHow much more is added to the standard rate per night due to the presence of an extra guest aged six to twelve in the same bedroom?\n\n', ""\nTo what extent are the nightly costs raised by the addition of a minor, aged 6-12, to the room's occupancy?\n\n"", ' \nBy what margin does the price increase when one includes a pre-teenaged occupant of the same bedspace in the daily hotel fee?\n\n', '\nHow much extra is tacked on nightly for an accompanying person who falls within the age bracket of six to twelve years old occupying the very same sleeping quarters as the regular payer?\n\n', ' \nWhat amount does the overnight tariff increase by when adding another person aged 6-12 sharing the exact same room as the primary payer?\n\n', '\nBy how much is the base rate raised nightly due to an additional minor resident who shares the exact bedspace with the principal occupant and falls within the age range of six through twelve years old?\n\n', ' \nWhat percentage increase to the standard per diem charge occurs when adding a youthful guest aged 6-12 residing in the very same quarters as the main payer?\n\n', '\nHow much more is added nightly for an additional minor, aged between 6 and 12 years old, who shares the exact bed with the main room occupant?']"
28;What is the minimum age requirement for the third person to incur the additional fee?;"For the third person residence in the room, which is 12 years old or older, there is an
additional fee - 25% of the room rate for the period of residence.";28;[' a supplemental fee based on their length of stay.\nThose residing in the room who have reached the age of 12 are subject to ', ' an extra charge equal to 25% of the nightly rate.\nIndividuals over 12 who occupy the room will be billed ', ' for an additional amount equivalent to one-quarter of the per night rate.\nThere is a supplemental fee of ', ' charged to guests in the room who have attained the age of 12.\nAn extra charge, equivalent to 25% of the daily rate, is levied on residents aged 12 or older. ', '\nAny person occupying the room that has reached their twelfth birthday will be assessed ', ' an additional fee based on a percentage of the nightly cost.\nResidents over 12 in the room are liable for ', ' a supplemental charge equal to one-quarter of the per night tariff.\nThose residing in the room who have completed 12 years of age are subject to ', ' an extra charge equivalent to one quarter of the nightly rate.\nIndividuals aged 12 or older occupying the room will be billed ', ' an additional amount based on their length of stay.\nThere is a supplemental fee, equal to 25% of the per night tariff, levied on guests in the room who have attained the age of 12. ', ''];25;12;"["" \nWhat's the minimum age cutoff for a third party to be hit with an added fee "", '\nAt what age does a third person become eligible for the supplemental charge ', '\nHow young can a person be to incur an additional cost as a third individual ', '\nWhat is the youngest age point at which a third party must pay more ', ' \nCan someone under this age get slapped with an extra charge as a third person ', '\nAt what age does a third person have to pony up the extra cash ', ' \nHow low can the age be for another person to incur additional fees ', "" \nWhat's the minimum age requirement for another individual to get charged extra "", ' \nIs there a specific age at which someone else becomes liable for the additional fee ', '']"
