,question,answer,question_index,answer_reformulate,answer_index,document_index,question_reformulate
10, What is the maximum percentage by which the hotel can increase the contracted price?,"
The prices contracted include the legal value added tax. Provided, the time period between conclusion and performance of the contract exceeds four months
and the generally calculated price for hotel services increase, the hotel has the right to increase the contracted price adequately, however by 5% at the most.
The hotel reserves the right to adjust prices in case the client requires later amendments regarding the contracted number of rooms, hotel services or length of
stay and the hotel agrees to it.",10,"[' VAT added as per law ', ' In cases where contract conclusion and performance exceed four months ', ' Prices may increase by up to 5% if service costs rise ', ' Hotel reserves right to adjust rates for changed client requests ', ' Price adjustments allowed with client consent ', ' Contracted rates subject to change in case of unforeseen circumstances ', ' Services price hike permitted up to 5% ', ' Client agreement needed for room or service changes ', ' Rates may fluctuate based on extended contract duration ', '']",6,16,"[' Maximum allowed surge in hotel contracted price.\n', ' How much over the agreed rate may a hotel charge?\n', ' By what percentage amount can hotel exceed base rate?\n', ' Can hotel jack up agreed price by this percent or more?\n', "" What's the biggest hike to the pre-agreed price that hotel can make?\n"", ' Is there a specific limit on how much extra hotel can add?\n', ' How much of an increase is allowed in contracted price?\n', ' May hotel charge over contract amount by this percentage?\n', ' Can hotel raise the agreed rate by such percent at most?']"
11,What is the maximum time allowed for payment of an invoice without settlement date? ,"
Invoices of the hotel without settlement date are payable with no discount within ten (10) days of the invoice date if not contracted differently. In case of delay of
payment the hotel has the right to charge penal interest according to § 288 of the German Civil Code BGB (Bürgerliches Gesetzbuch). The hotel reserves the
right to proof greater damage.",11,"[' \nIn the event of overdue payment, penalties will apply according to § 288 of the German Civil Code.\n', ' \nPayment is due without discount ten days after invoicing unless otherwise specified in the contract.\n', ' \nLate payments will incur interest as per section 288 BGB.\n', ' \nFailure to settle invoices within ten days will result in interest charges.\n', ' \nThe hotel has the right to claim additional damages if applicable.\n', ' \nDelayed payment may lead to further compensation claims by the hotel.\n', ' \nUnpaid invoices become due immediately, unless otherwise agreed.\n', ' \nPayment is expected within ten working days from invoice date unless contractually specified.\n', ' \nIf not settled on time, hotel will charge interest as per German law.']",7,16,"[' How long can you delay making a payment on an uncoded invoice ', ' At what point do overdue bills require immediate payment ', "" What's the cutoff for unpaid invoices lacking a specific settlement date "", ' Can you put off paying bills without a specified payment schedule ', ' Is there a time limit for delayed payments of uncodified invoices ', ' Up to what point can invoices be left unpaid with no deadline for payment ', ' How long can businesses wait before settling uncoded, dated-free invoices ', "" What's the maximum timeframe for delaying the payment of undated invoices "", ' Can you procrastinate on paying bills without an assigned settlement date']"
12, What type of interest can the hotel charge in case of delayed payment?,"
Invoices of the hotel without settlement date are payable with no discount within ten (10) days of the invoice date if not contracted differently. In case of delay of
payment the hotel has the right to charge penal interest according to § 288 of the German Civil Code BGB (Bürgerliches Gesetzbuch). The hotel reserves the
right to proof greater damage.",12,"[' \nIn the event of overdue payment, penalties will apply according to § 288 of the German Civil Code.\n', ' \nPayment is due without discount ten days after invoicing unless otherwise specified in the contract.\n', ' \nLate payments will incur interest as per section 288 BGB.\n', ' \nFailure to settle invoices within ten days will result in interest charges.\n', ' \nThe hotel has the right to claim additional damages if applicable.\n', ' \nDelayed payment may lead to further compensation claims by the hotel.\n', ' \nUnpaid invoices become due immediately, unless otherwise agreed.\n', ' \nPayment is expected within ten working days from invoice date unless contractually specified.\n', ' \nIf not settled on time, hotel will charge interest as per German law.']",7,16,[]
13,"What does the hotel consider ""all-inclusive traveling""?","
The hotel reserves the right to charge an appropriate advance payment or bail upon conclusion of the contract or later with regard to legal terms of all-inclusive
traveling. The amount of the advance payment and payment date must be contracted in writing.",13,"[' to collect pre-arranged fee ', ' prior to finalizing agreement ', ' according to all-inclusive travel laws ', ' \nThe hotel reserves ', ' power to ask for deposit ', ' upon contract completion ', ' at any time with regard to related legalities ', '\nAdvance payment terms ', ' must be agreed ', ' in writing by both parties ', ' to avoid misunderstandings ', ' \nPrepaid amount and payment date ', ' need to be clearly stated ', ' in written agreement ', ' as per applicable laws ', '\nHotel has right ', ' to ask for advance payment ', ' before finalizing travel plans ', ' as per all-inclusive rules ', '\nAmount and payment schedule ', ' must be documented ', ' in writing ', ' for reference purposes ', ' \nThe hotel reserves ', ' the authority ', ' to collect upfront payment ', ' according to relevant legalities ', '\nAdvance payment ', ' terms need to be clearly defined ', ' in written agreement ', ' prior to finalizing travel plans ', '\nPrepaid amount ', ' and payment date ', ' should be mutually agreed ', ' upon by both parties ', ' as per applicable laws ', '']",8,16,"["" All expenses included in the hotel's offer "", ' Comprehensive holiday arrangements offered by the hotel ', ' Definition of a fully inclusive vacation package by the hotel ', ' What constitutes an all-sufficient stay for travelers, according to the hotel? \nWhat does the hotel mean by ""all-encompassing travel""?\nAt the hotel, what counts as a complete and comprehensive experience?\nThe hotel\'s notion of a totally self-contained journey ', ' What constitutes total freedom from financial worries during a trip, in the eyes of the hotel?']"
14,"What is considered an ""indisputable or legally valid claim"" in the context of offsetting or reducing a hotel claim?","
The client is only entitled to offset or reduce a hotel claim subject to an indisputable or legally valid claim.",14,"['\nA client is permitted to decrease their hotel expenses only in the case of an uncontested or legally justified demand. \nThe client may only reduce their bill for services at a hotel by means of an uncontested or valid legal claim ', '\nOnly an undisputed or properly substantiated request allows the customer to offset charges for a hotel stay.\nIn order to offset costs related to a stay at a hotel, the client must have an unrefuted or formally acknowledged basis ', ""\nA hotel's claim can only be offset by the client if they have an uncontestable or well-grounded reason.\nThe client has the right to reduce their hotel expenses only after presenting an uncontested or lawfully valid claim "", '\nIn order for a hotel claim to be subject to offset, there must be an indisputable and legally valid basis. \nFor the client to subtract from charges related to a stay at a hotel, they must have an unrefuted or formally substantiated reason ', '']",9,16,"['\nIn what manner does one define a claim as irrefutable or legally binding ', '\nHow does one determine the authenticity of a hotel claim reduction ', '\nWhat is considered an unassailable or lawfully valid claim ', '\nIn the context of offsetting hotel claims, what constitutes a legitimate assertion ', '\nHow to identify an undeniable or formally valid claim ', '\nWhat defines a claim as incontestable or legally binding within the scope of hotel offsets ', '\nIn the realm of hotel claim reductions, what is deemed an undisputed or lawfully valid claim ', '\nHow does one establish the legitimacy of a hotel claim offset ', '\nWhat is considered an unconditional or legally enforceable claim in relation to hotel claims ', '']"
15,What are the conditions under which a client can cancel a contract with a hotel? ,"
The client has the right to cancel the contract only prior to written consent of the hotel. In case this written consent is not available, the contracted price is to be
paid even if the client does not use all contracted services. This does not apply in case of violation of the hotel’s obligation to consider the rights, legal objects
and interests of the client if it is no longer reasonable for the client to adhere to the contract or if the client has any other legal or contractual right for
cancellation.",15,"[' The contracted price remains due even if the guest does not utilise all booked services, unless ', ' Written consent of the hotel is required prior to cancelling the contract ', ' In the absence of hotel approval, guests are still liable for the full contracted price ', "" Even if services aren't utilised, payment is still expected without written permission "", ' Hotel consent must be secured before a client can cancel an agreement ', ' The guest will remain responsible for paying the contracted price unless written permission is granted ', ' Without consent from the hotel, cancellation of the contract is not permitted ', "" Payment for booked services remains due even if they're not used, absent written consent "", ' Only with prior written approval from the hotel may clients terminate their agreements']",10,16,[]
16," 
What happens if the client decides not to use all the contracted services, but has not obtained written consent to cancel the contract?","
The client has the right to cancel the contract only prior to written consent of the hotel. In case this written consent is not available, the contracted price is to be
paid even if the client does not use all contracted services. This does not apply in case of violation of the hotel’s obligation to consider the rights, legal objects
and interests of the client if it is no longer reasonable for the client to adhere to the contract or if the client has any other legal or contractual right for
cancellation.",16,"[' The contracted price remains due even if the guest does not utilise all booked services, unless ', ' Written consent of the hotel is required prior to cancelling the contract ', ' In the absence of hotel approval, guests are still liable for the full contracted price ', "" Even if services aren't utilised, payment is still expected without written permission "", ' Hotel consent must be secured before a client can cancel an agreement ', ' The guest will remain responsible for paying the contracted price unless written permission is granted ', ' Without consent from the hotel, cancellation of the contract is not permitted ', "" Payment for booked services remains due even if they're not used, absent written consent "", ' Only with prior written approval from the hotel may clients terminate their agreements']",10,16,"['\nIf a client elects not to employ all of the arranged services without having received official permission to nullify the agreement ', ""\nWhen does the customer's decision not to use all contracted services result in contractual repercussions despite lack of written consent "", ""\nWhat happens when a customer decides against using some or all services, yet hasn't formally cancelled the contract with a written statement "", '\nHow do unresolved contracts affect clients who opt out of specific services without obtaining explicit permission ', '\nCan customers back out of utilizing certain services without first securing official confirmation to cancel ', ""\nIf a client chooses not to utilize part or all of the contracted services, but doesn't have a written agreement confirming cancellation "", ""\nIn what scenarios does a customer's refusal to use some or all services lead to contractual implications despite lack of formal consent "", '\nWhat are the potential ramifications when a client elects not to utilize specific services without first obtaining official confirmation to cancel ', '\nHow do clients who opt out of certain services without explicit permission deal with unresolved contracts ', '']"
17,"What are the two conditions under which a client can cancel the contract without penalty? 
","
If a cancellation date was contracted between the hotel and the client in written form, the client has the right to cancel the contract until that date without causing
demands for payment or claim for damages from the hotel. The client’s right of cancellation expires, if he does not exercise this right in writing towards the hotel
until the agreed date, provided the cancellation is not according to above lit. a).",17,"[""\nThe client's right to terminate the contract expires if he does not exercise this right in writing towards the hotel before the agreed cancellation deadline, unless the termination is covered under point a) "", '\nIf a written notice of withdrawal was agreed between the hotel and the client, the client has the right to cancel the agreement until that date without facing demands for payment or claims for damages from the hotel ', ""\nThe client's right to terminate the contract expires if he does not exercise this right in writing towards the hotel by the agreed deadline, unless the termination is covered under point a) "", '\nWhen a cancellation date was agreed between the hotel and the client, the client has the right to cancel the agreement until that date without facing demands for payment or claims for damages from the hotel ', ""\nThe client's right to withdraw from the contract expires if he does not exercise this right in writing towards the hotel by the agreed deadline, unless the withdrawal is covered under point a) "", '\nIf a written notice of cancellation was stipulated between the hotel and the client, the client has the right to cancel the agreement until that date without facing demands for payment or claims for damages from the hotel ', ""\nThe client's right to terminate the contract expires if he does not exercise this right in writing towards the hotel before the agreed deadline, unless the termination is covered under point a) "", '\nWhen a written notice of withdrawal was stipulated between the hotel and the client, the client has the right to cancel the agreement until that date without facing demands for payment or claims for damages from the hotel ', ""\nThe client's right to withdraw from the contract expires if he does not exercise this right in writing towards the hotel by the agreed deadline, unless the withdrawal is covered under point a) "", '']",11,16,"[' Which clauses permit cancellation without financial consequence?\nConditions permitting non-penalized contract termination ', ' Under what regulations may a customer end the pact without sanction?\nPreliminary conditions for cancellation without penalty ', ' What requirements must be met for a client to cancel the deal without fine?\nWhat situations allow a client to nullify the contract with impunity ', ' Can a client void the agreement without facing repercussions?\nTermination of contract without financial penalty ', ' Under what circumstances can a client end the contract without penalty?\nClient rights regarding cancellation without penalty ', ' What rights do clients have regarding non-penalized contract termination?\nPrivileges of a client to cancel the contract without fine ', ' In what situations may a client cancel the agreement without being penalized? \nRegulations allowing for cancellation without penalty ', ' Under what regulations can a client cancel the contract without facing repercussions?']"
18, What happens if the client fails to exercise their right of cancellation before the agreed date?,"
If a cancellation date was contracted between the hotel and the client in written form, the client has the right to cancel the contract until that date without causing
demands for payment or claim for damages from the hotel. The client’s right of cancellation expires, if he does not exercise this right in writing towards the hotel
until the agreed date, provided the cancellation is not according to above lit. a).",18,"[""\nThe client's right to terminate the contract expires if he does not exercise this right in writing towards the hotel before the agreed cancellation deadline, unless the termination is covered under point a) "", '\nIf a written notice of withdrawal was agreed between the hotel and the client, the client has the right to cancel the agreement until that date without facing demands for payment or claims for damages from the hotel ', ""\nThe client's right to terminate the contract expires if he does not exercise this right in writing towards the hotel by the agreed deadline, unless the termination is covered under point a) "", '\nWhen a cancellation date was agreed between the hotel and the client, the client has the right to cancel the agreement until that date without facing demands for payment or claims for damages from the hotel ', ""\nThe client's right to withdraw from the contract expires if he does not exercise this right in writing towards the hotel by the agreed deadline, unless the withdrawal is covered under point a) "", '\nIf a written notice of cancellation was stipulated between the hotel and the client, the client has the right to cancel the agreement until that date without facing demands for payment or claims for damages from the hotel ', ""\nThe client's right to terminate the contract expires if he does not exercise this right in writing towards the hotel before the agreed deadline, unless the termination is covered under point a) "", '\nWhen a written notice of withdrawal was stipulated between the hotel and the client, the client has the right to cancel the agreement until that date without facing demands for payment or claims for damages from the hotel ', ""\nThe client's right to withdraw from the contract expires if he does not exercise this right in writing towards the hotel by the agreed deadline, unless the withdrawal is covered under point a) "", '']",11,16,[]
19,What is the condition that allows a hotel to credit the room rent and other saved expenditures to the client?,"
If the client does not use all contracted rooms and the hotel is able to sell the rooms otherwise, the hotel has to credit the room rent and as well as other saved
expenditures.",19,"['\nShould the hotel be unable to utilize contracted space due to non-occupancy, it should return revenue', '\nIn cases where clients do not take up booked rooms and the hotel successfully sells them to other parties', '\nWhen the client does not use pre-paid rooms but the hotel manages to secure new reservations', '\nIf a guest does not occupy all reserved spaces and the hotel is able to fill them with other patrons', '\nThe establishment must return monies to clients who do not utilize contracted accommodations', '\nIn scenarios where clients fail to occupy booked rooms, the hotel should refund unused revenue', '\nWhen guests do not take advantage of pre-paid reservations and the hotel finds alternative clients', '\nShould clients fail to occupy reserved spaces due to non-availability or other factors, the hotel must provide refunds', '\nIn instances where the client does not use all contracted accommodations and the hotel sells them elsewhere, it must give credits', '']",12,16,"[' What prerequisite permits a hotel to charge the room tariff and other preserved expenses to the patron ', ' Under what situation may a motel attribute the suite cost and further thrifty outlays to the visitor ', ' In what scenario allows a resort to invoice the accommodation fee and other saved costs to the client ', ' What happens if a hotel credits the room rental and other spared expenditures to the customer ', ' When is it acceptable for an inn to credit the room rent and other economized costs to the guest ', ' Under what condition will a lodging establish credit the bed chamber tariff and other saved expenses to the patron ', ' What situation enables a hotel to credit the suite price and further frugal outlays to the visitor ', ' In what state does a motel attribute the accommodation fee and other conserved costs to the customer ', '']"
