;question;answer;question_index;answer_reformulate;answer_index;document_index;question_reformulate
14;What information is being requested from the individuals in the party?;"
Please advise us if you or any person in your party suffer from any allergies such as
food, pollen, etc. or phobias such as agoraphobia, claustrophobia, etc.";14;[' Should we be aware of any allergies or aversions ', ' Are there any health concerns or phobias that need to be taken into account ', ' Do you have any specific medical needs or conditions ', ' Any food intolerances or environmental sensitivities ', ' Are there any fears or anxieties we should know about ', ' Please disclose any medical conditions or special requirements ', ' Should we note any allergies, sensitivities, or fears ', ' Do you have any phobias or aversions that may impact your experience ', ' Are there any health considerations we need to be aware of ', ''];13;1;['\nCould you provide the specifics needed from participants for organizational purposes ', '\nWhat particulars do organizers need to know about attendees for logistical reasons ', '\nWhat supplementary info should be gathered from participants for planning ', '\nAre there any specific details that hosts would like to collect from guests ', '\nWhat additional data is required from individuals to ensure a successful event ', '\nCan you specify the information needed from each attendee for party arrangements ', '\nWhat specifics do organizers need from attendees for overall event coordination ', '\nCould you clarify what supplementary info should be obtained from participants ', '\nWhat particulars are requested from individuals to guarantee an enjoyable experience ', '\nAre there any specific details that hosts would like to obtain from guests ', '']
15;"Will water restrictions be applicable during a guest's stay? 
";"
We may have water restrictions applicable during your stay so please check with us when
you book. If that is the case, bathing may either not be allowed or restricted. Nevertheless, please advise
whether you would prefer a bath or a shower.";15;"[' Water scarcity could affect our amenities ', ' Limited water supply may apply during your stay ', ' Please inquire about water restrictions upon booking ', ' Bathing privileges might be curtailed due to low water pressure ', ' Low water levels could restrict bathing options ', "" If applicable, we'll inform you of water-related rules "", "" You'll need to choose between a bath or shower based on our availability "", ' Our water usage may be regulated during your stay ', "" We'll let you know about any bathing restrictions at the time of booking""]";14;1;[' \nAre water conservation measures enforced for hotel guests?\n', ' \nCan guests expect rationing of water resources?\n', ' \nWill there be limitations placed on water consumption during lodging?\n', ' \nDoes the accommodation have restrictions on water usage during guest stay?\n', ' \nAre there any water-related rules or regulations that apply to visitors?\n', ' \nWill guests need to adhere to specific guidelines regarding water usage?\n', ' \nCan you inform me if there are any limitations on water usage for visitors?\n', ' \nWill a water shortage impact the accommodations available to guests?']
16;" 
Can a guest choose between a bath and a shower despite potential water restrictions?";"
We may have water restrictions applicable during your stay so please check with us when
you book. If that is the case, bathing may either not be allowed or restricted. Nevertheless, please advise
whether you would prefer a bath or a shower.";16;"[' Water scarcity could affect our amenities ', ' Limited water supply may apply during your stay ', ' Please inquire about water restrictions upon booking ', ' Bathing privileges might be curtailed due to low water pressure ', ' Low water levels could restrict bathing options ', "" If applicable, we'll inform you of water-related rules "", "" You'll need to choose between a bath or shower based on our availability "", ' Our water usage may be regulated during your stay ', "" We'll let you know about any bathing restrictions at the time of booking""]";14;1;[' Is it possible for someone staying elsewhere to select between bathing in a tub or showering ', ' Can one decide whether to take a bath or use a shower, even with water rationing ', ' Would a temporary resident be able to choose between a bathtub and a showerhead, despite water scarcity ', ' May an overnight guest have the preference of taking a bath or using a shower, considering water restrictions ', ' Can an individual visiting from elsewhere select between a bath or a shower, given potential water limitations ', ' Is it feasible for someone staying temporarily to opt for either a bathtub or a shower, even with limited water access ', ' Would a visitor be able to choose between bathing in a tub or using the shower, despite any water usage restrictions ', ' Can an overnight stay involve choosing between taking a bath and using the shower, given potential water limitations ', ' Does an overnight guest have the option of selecting between a bathtub and a showerhead, considering possible water scarcity']
17;What type of challenges are you being asked to advise about in the given text?;"
Please advise us of any physical or other challenges anyone in your party may
be faced with. We use our best endeavours to meet international UA standards.";17;['\n2. Be aware that we strive to follow global accessibility guidelines ', '\n3. If you have a disability or special need, please let us know beforehand ', '\n4. We endeavour to adhere to international accessibility standards ', '\n5. Be sure to advise us if there are any medical conditions or mobility issues ', '\n6. Let us be informed of any physical limitations or health concerns within your party ', '\n7. Please disclose any medical conditions or disabilities that require special consideration ', '\n8. We work towards meeting global accessibility and UA standards ', '\n9. If you have a specific need, please notify us in advance so we can accommodate ', '\n10. Be advised to inform us of any physical or health-related challenges your party may face ', ''];15;1;"["" Can you tell me what difficulties you're facing "", ' How can I assist you with your obstacles ', "" Are there any specific challenges you'd like some guidance on "", ' What problems would you like advice on ', ' Can I offer suggestions for overcoming barriers ', ' How about helping you brainstorm ways to tackle challenges ', ' Do you need assistance in addressing tough situations ', ' Would you like some support in navigating complex dilemmas ', ' Can I help you identify and overcome obstacles ', ' Are there any hurdles that are holding you back that we can discuss ', '']"
20;What type of animals are not allowed in the specified location?;"
Only guide dogs and service dogs are allowed.";20;[' Service dogs and trained guides only admitted ', ' Only certified service dogs and guides welcomed ', ' Trained assistance canines and guide animals accepted ', ' Authorized guide dogs and service canines allowed ', ' Guide and service animals cleared for entry ', ' Trained service dogs and guide animals granted access ', ' Certified guide and service dogs permitted entry ', ' Guide and service animals with training allowed admission ', ' Service dogs and trained guide animals cleared to enter'];18;1;[' Which kinds of beasts are not permitted within this zone ', ' What sorts of fauna are forbidden to inhabit this region ', ' Are there specific types of wildlife that are barred from accessing this site ', ' Can certain classes of animals be kept out of this particular locale ', ' Is there a list of creatures that are strictly prohibited in this vicinity ', ' What categories of beasts are explicitly excluded from this location ', ' Which variety of wild animals is not tolerated within these boundaries ', ' Are there any specific species of fauna that are strictly forbidden to inhabit this terrain ', ' Can you identify the types of creatures that are strictly proscribed from entering this area']
21;What are the conditions for cancelling a reservation according to the text?;"
If you cancel the reservation (which must be done by confirmed e-mail, letter or telefax),
the Company shall have the right to either claim the deposit or to retain the deposit and claim damages
suffered by the Company.";21;['\nThe contract will be annulled upon written confirmation via certified e-mail, fax, or postal mail,\n', '\nUpon cancellation of the booking (which necessitates a formal e-mail, registered letter, or telefax confirmation),\n', '\nIn case of reservation cancellation (mandating an official email, registered letter, or facsimile notification),\n', '\nCancellation of the reservation requires written verification through certified e-mail, fax, or postal mail,\n', '\nUpon terminating the reservation agreement (which necessitates a confirmed email, written notice, or telefax confirmation),\n', '\nThe reservation can be revoked only upon receiving verified documentation via email, registered letter, or facsimile,\n', '\nIf you wish to cancel your reservation (requiring a confirmed e-mail, written notice, or faxed notification),\n', '\nFor cancellation of the booking, please submit a verified request through certified email, fax, or postal mail,\n', '\nTo cancel the booking arrangement (which necessitates an official email, written confirmation, or telefax verification),'];19;1;[' What are the stipulations for terminating an appointment as per the guidelines ', ' Under what circumstances can you cancel your reservation according to the protocol ', ' What specific requirements must be met in order to annul a reservation based on the text ', ' In order to nullify a booking, what conditions must be fulfilled as per the documentation ', ' Are there any particular prerequisites that need to be satisfied in order to call off a reservation as stipulated ', ' Under which conditions can you cancel your appointment without penalty according to the regulations ', ' What specific provisions must be met in order to void a reservation based on the rules ', ' Are there any particular restrictions or limitations governing the cancellation of a booking as per the guidelines ', '']
22;What circumstances are considered beyond the company's control for the purpose of canceling a reservation?;"
If we must cancel the reservation due to circumstances beyond our control, the entire payment will be
refunded to you without any further obligation on our part and you will have no further recourse against us.";22;[' \nWe reserve the right to cancel reservations due to events beyond our control, with a 100% refund ', '\nIf unforeseen circumstances necessitate cancellation of your reservation, you will receive a complete reimbursement ', '\nIn case of unavoidable cancellation, we guarantee a full refund without any additional liability on our part ', '\nWe are entitled to cancel reservations in the event of circumstances beyond our reasonable control, with a full refund ', '\nIf forced to cancel due to extraordinary circumstances, your entire payment will be reimbursed ', ' \nIn the unlikely event of a reservation cancellation, a 100% refund will be processed ', '\nA full refund will be made available if we are compelled to cancel reservations due to unforeseen circumstances ', '\nWe guarantee a 100% refund if forced to cancel reservations due to unanticipated events ', ''];20;1;[' Natural disasters or severe weather conditions that impact operations\n\n', ' Major disruptions to supply chains or logistical networks\n\n', ' Unforeseen changes in government regulations or laws\n\n', ' Catastrophic equipment failures or technology crashes\n\n', ' Sudden and unexpected staff shortages or absences\n\n', ' Widespread pandemics or health crises\n\n', ' Acts of war, terrorism, or civil unrest\n\n', ' Severe economic downturns or market fluctuations\n\n', ' Major construction projects that hinder access to premises\n\n', ' Unpredictable disruptions to public transportation systems']
23;What is the cancellation policy for bookings made 24 hours or less prior to arrival?;"If you cancel, the applicable cancellation fees for individual bookings are as follows:
24 Hours or less prior to arrival 100 percent of first night reservation fee.
No shows and early departures, 100 percent of total reservation fee.";23;"[' In case of cancellation, a penalty will be applied based on the following schedule:\n\n', ' Upon cancellation, you will be charged a cancellation fee as follows:\n\n', "" If cancelled within 24 hours or less prior to arrival, the first night's reservation fee is non-refundable.\n\n"", ' Cancellation fees apply in accordance with the following policy:\n\n', ' A booking can be cancelled without penalty unless it falls under one of the following categories:\n\n', ' For bookings cancelled at least 24 hours before arrival, no cancellation fee will be applied.\n\n', "" In the event of a cancellation, a fee equivalent to 100% of the first night's reservation cost will be deducted.\n\n"", ' Failure to show up or early departures result in a 100% charge for the entire reservation period.']";21;1;[' \nHow do you handle cancellations made at the last minute ', ' \nIs there a specific deadline to cancel bookings without penalty ', ' \nCan guests get refunds if they cancel their stay with little notice ', ' \nAre there any fees associated with cancelling bookings at short notice ', ' \nWhat is the cancellation policy for same-day reservations ', ' \nDo you offer refunds or credits for cancellations made within 24 hours ', ' \nHow does your business handle last-minute booking cancellations ', ' \nIs there a deadline to cancel bookings in order to avoid charges ', ' \nCan guests modify their bookings if they need to change plans at short notice ', '']
24;What are some types of insurance cover recommended for the activity?;"
It is strongly advised that you arrange adequate insurance cover such as cancellation due to illness,
accident or injury, personal accident and personal liability, loss of or damage to baggage and sport
equipment (Note that is not an exhaustive list). We will not be responsible or liable if you fail to take
adequate insurance cover or none at all.";24;[' \nYou are urged to secure suitable insurance coverage including cancellation due to sickness, accident ', ' \nTake out comprehensive insurance policies like medical cancellation, personal injury and liability ', ' \nWe cannot accept responsibility for not having adequate insurance protection in place ', ' \nIt is your obligation to purchase sufficient insurance cover for unforeseen events ', ' \nYour safety net would be severely compromised without adequate insurance arrangements ', ' \nYou are responsible for ensuring that you have the right level of insurance coverage ', ' \nFailure to secure suitable insurance will leave us unaccountable for any resulting problems ', ' \nIn order to avoid any issues, we advise that you purchase sufficient insurance policies ', ' \nAdequate insurance is essential and any lapses would mean we cannot be held accountable ', ' \nNot securing the necessary insurance protection could lead to unforeseen consequences'];22;1;['\nWhich types of risk management policies are advised for people engaging in this pursuit ', '\nAre there specific kinds of protection plans that are often used by individuals participating in this activity ', '\nWhat forms of safeguarding are typically required for this kind of undertaking ', '\nWhich types of protective measures are generally recommended for those involved in this endeavor ', '\nCan you suggest some forms of insurance coverage that are usually necessary for people engaged in this pursuit ', '\nAre there particular kinds of safety protocols that are often used by individuals participating in this activity ', '\nWhat types of risk mitigation strategies are typically advised for people engaging in this type of pursuit ', '\nWhich types of protective services are generally required for this kind of undertaking ', '\nCan you recommend some forms of insurance protection that are usually necessary for individuals involved in this endeavor ', '']
25;What are the consequences if the insurers dispute their liability? ;"
Should the insurers dispute their liability for any reason, you will have recourse against the insurers only. Once
the insurance has been confirmed and paid for; you will be issued with a policy document of the insurer. It is
a complex document, which must be read BEFORE YOU initiate your travel so that you can address any
queries you may have to the insurer PRIOR to your departure.";25;"["" If there's an issue with the policy, the insurer will handle it and must be addressed before travel begins.\n"", ' Any disagreements about liability should be taken up with the insurer alone.\n', "" Upon receiving confirmation and payment for your insurance, you'll get a policy document from the insurer.\n"", ' The policy document is detailed and should be read beforehand to clarify any questions.\n', ' Insurers may dispute their obligation; in that case, contact them before leaving.\n', "" If there's a disagreement over coverage, only the insurers can resolve it.\n"", ' Once insured, review your policy document carefully to avoid misunderstandings later on.\n', "" Before embarking on travel, ensure you're familiar with your insurance policy and any potential issues.\n"", "" You'll need to address any concerns about liability directly with the insurer prior to departure.""]";23;1;"[' Can policyholders suffer financial damage due to disputed claims?\n\n', ' Are there repercussions for insurers who deny legitimate payouts?\n\n', ' What is the outcome when insurance providers challenge their own policies?\n\n', ' Will claimants be left financially vulnerable in case of liability disputes?\n\n', "" How do insurance firms' liability disagreements impact policyholders?\n\n"", ' Are there any consequences for insurers who dispute their financial responsibilities?\n\n', ' Can disputes over insurance liability lead to costly court battles?\n\n', ' Will policyholders suffer economic losses due to disputed claims and liabilities?\n\n', ' What are the long-term effects on policyholders of insurer liability disputes?']"
