,question,answer,question_index,answer_index,document_index
23, What procedure must the hotel provide for submitting complaints and claims?,"
As a Client of this establishment, you have the following rights:
   To receive truthful, sufficient, comprehensible, unequivocal information, and prior to
contracting the period of accommodation, as well as the full final price, including taxes, with a
breakdown, where applicable, of the amount of any increases or discounts applied to any
eventual offer, provided that the accommodation contract has been signed between You and
the Hotel directly.
Obtain the documents that accredit the terms of the contract.
Access to our establishment under the terms of the contract.
Receive the services under the agreed conditions.
To have their security and that of their belongings duly guaranteed in our Hotel, as well as
their privacy, and to be informed of any circumstantial inconvenience that may alter their rest
and tranquillity.
To receive information about the facilities or services that involve any risk and the security
measures adopted.
To receive an invoice or receipt for the price paid for the services provided, provided that
the accommodation contract has been signed between you and the hotel directly or is paid
directly by you.
Formulate complaints and claims and obtain information on the procedure for submitting
them and their treatment.
To consult the terms of the privacy policy published on our website.",C,15,17
24,What are the main obligations for a client of this establishment? ,"
As a Client of this establishment, you have the following obligations:
To observe the rules of coexistence and hygiene.
To respect the present rules and regulations.
To respect the agreed date of departure from the establishment, leaving the room free.
To pay for the services contracted at the time of presentation of the invoice or within the
agreed period, without the fact of presenting a complaint implying exemption from payment.
To respect this establishment, its facilities, equipment and people.
To respect the environment.",O,16,17
25,"
What happens if a client fails to respect the agreed date of departure? ","
As a Client of this establishment, you have the following obligations:
To observe the rules of coexistence and hygiene.
To respect the present rules and regulations.
To respect the agreed date of departure from the establishment, leaving the room free.
To pay for the services contracted at the time of presentation of the invoice or within the
agreed period, without the fact of presenting a complaint implying exemption from payment.
To respect this establishment, its facilities, equipment and people.
To respect the environment.",C,16,17
26,"
Are there any exceptions to paying for services contracted at the establishment? ","
As a Client of this establishment, you have the following obligations:
To observe the rules of coexistence and hygiene.
To respect the present rules and regulations.
To respect the agreed date of departure from the establishment, leaving the room free.
To pay for the services contracted at the time of presentation of the invoice or within the
agreed period, without the fact of presenting a complaint implying exemption from payment.
To respect this establishment, its facilities, equipment and people.
To respect the environment.",C,16,17
27,"
How should a client behave towards the environment according to the text? ","
As a Client of this establishment, you have the following obligations:
To observe the rules of coexistence and hygiene.
To respect the present rules and regulations.
To respect the agreed date of departure from the establishment, leaving the room free.
To pay for the services contracted at the time of presentation of the invoice or within the
agreed period, without the fact of presenting a complaint implying exemption from payment.
To respect this establishment, its facilities, equipment and people.
To respect the environment.",C,16,17
28,"
What is the consequence of presenting a complaint according to the text? ","
As a Client of this establishment, you have the following obligations:
To observe the rules of coexistence and hygiene.
To respect the present rules and regulations.
To respect the agreed date of departure from the establishment, leaving the room free.
To pay for the services contracted at the time of presentation of the invoice or within the
agreed period, without the fact of presenting a complaint implying exemption from payment.
To respect this establishment, its facilities, equipment and people.
To respect the environment.",C,16,17
29,,"
As a Client of this establishment, you have the following obligations:
To observe the rules of coexistence and hygiene.
To respect the present rules and regulations.
To respect the agreed date of departure from the establishment, leaving the room free.
To pay for the services contracted at the time of presentation of the invoice or within the
agreed period, without the fact of presenting a complaint implying exemption from payment.
To respect this establishment, its facilities, equipment and people.
To respect the environment.",C,16,17
30,What type of information will be provided in the case of a package deal?,"
All reservations will include the date of the stay, number and type of room with its diet,
cancellation policy and complementary services additionally contracted, also stating the total
price and broken down for each of these concepts, unless it has been offered as a package at a
global price agreed.",O,17,17
31,What are the conditions for cancelling a reservation with less than two days' notice? ,"
Prior to making your reservation and by the same means used to make it, or any other
that you choose, you will be informed of your rights and obligations, among others, of the
cancellation policy of said reservation, which will be in accordance with the following
conditions:
   If the reservation is cancelled with less than two days' notice, you will be required to pay the
amount of one night's accommodation.
When the cancellation corresponds to the days of Easter and Feria Abril, these expenses are
included in special cancellation conditions.
If you leave the reserved room before the date on which it was reserved, you will be
charged for the services rendered up to that moment plus the payment of the amount of one
night.
In the case of non-refundable rates, the previously agreed conditions shall apply.
If the cancellation of the reservation is due to circumstances of force majeure, including a
health crisis or emergency situation affecting your place of residence or the place where this
establishment is located, the provisions of paragraphs    and b) will not apply, but you will
receive a voucher, with an expiry date of one year, to stay at another time and under the same
conditions, albeit subject to availability.",O,18,17
32," 
What expenses are included in the special cancellation conditions for Easter and Feria Abril? ","
Prior to making your reservation and by the same means used to make it, or any other
that you choose, you will be informed of your rights and obligations, among others, of the
cancellation policy of said reservation, which will be in accordance with the following
conditions:
   If the reservation is cancelled with less than two days' notice, you will be required to pay the
amount of one night's accommodation.
When the cancellation corresponds to the days of Easter and Feria Abril, these expenses are
included in special cancellation conditions.
If you leave the reserved room before the date on which it was reserved, you will be
charged for the services rendered up to that moment plus the payment of the amount of one
night.
In the case of non-refundable rates, the previously agreed conditions shall apply.
If the cancellation of the reservation is due to circumstances of force majeure, including a
health crisis or emergency situation affecting your place of residence or the place where this
establishment is located, the provisions of paragraphs    and b) will not apply, but you will
receive a voucher, with an expiry date of one year, to stay at another time and under the same
conditions, albeit subject to availability.",C,18,17
33," 
What services will you be charged for if you leave the reserved room before the agreed date? ","
Prior to making your reservation and by the same means used to make it, or any other
that you choose, you will be informed of your rights and obligations, among others, of the
cancellation policy of said reservation, which will be in accordance with the following
conditions:
   If the reservation is cancelled with less than two days' notice, you will be required to pay the
amount of one night's accommodation.
When the cancellation corresponds to the days of Easter and Feria Abril, these expenses are
included in special cancellation conditions.
If you leave the reserved room before the date on which it was reserved, you will be
charged for the services rendered up to that moment plus the payment of the amount of one
night.
In the case of non-refundable rates, the previously agreed conditions shall apply.
If the cancellation of the reservation is due to circumstances of force majeure, including a
health crisis or emergency situation affecting your place of residence or the place where this
establishment is located, the provisions of paragraphs    and b) will not apply, but you will
receive a voucher, with an expiry date of one year, to stay at another time and under the same
conditions, albeit subject to availability.",C,18,17
34," 
What is the alternative offered if the cancellation of the reservation is due to circumstances of force majeure?","
Prior to making your reservation and by the same means used to make it, or any other
that you choose, you will be informed of your rights and obligations, among others, of the
cancellation policy of said reservation, which will be in accordance with the following
conditions:
   If the reservation is cancelled with less than two days' notice, you will be required to pay the
amount of one night's accommodation.
When the cancellation corresponds to the days of Easter and Feria Abril, these expenses are
included in special cancellation conditions.
If you leave the reserved room before the date on which it was reserved, you will be
charged for the services rendered up to that moment plus the payment of the amount of one
night.
In the case of non-refundable rates, the previously agreed conditions shall apply.
If the cancellation of the reservation is due to circumstances of force majeure, including a
health crisis or emergency situation affecting your place of residence or the place where this
establishment is located, the provisions of paragraphs    and b) will not apply, but you will
receive a voucher, with an expiry date of one year, to stay at another time and under the same
conditions, albeit subject to availability.",C,18,17
35,What is the form in which a record of the accommodation contract will be available to the customer?,"
Our confirmation of your booking will be considered as a tourist accommodation
contract, and a physical or electronic record will be available to you.",O,19,17
36,What type of room is typically confirmed in a reservation?,"
The confirmation of your reservation will indicate the type of room reserved on the
agreed date.",O,20,17
37,What time will the reservation be cancelled if no agreement is made?,"
If we confirm your reservation without requiring any advance payment as a deposit, it
will be held until the agreed time, and if no agreement has been made, the reservation will be
held until 8 p.m. on the agreed date.",O,21,17
38,What are the conditions for holding a booking without a time limit? ,"
If you have paid the deposit as a deposit, your booking will be held without any time
limit for the number of days covered by the amount of the deposit, unless otherwise agreed.
You, as the Client, must pay for the contracted services at the time of presentation of the
invoice or within the agreed period, without the fact of presenting a claim implying exemption
from payment. In the case of stays of more than one week, the services may be invoiced on a
daily basis.",O,22,17
39,"
Can a client claim exemption from payment if they present a claim?","
If you have paid the deposit as a deposit, your booking will be held without any time
limit for the number of days covered by the amount of the deposit, unless otherwise agreed.
You, as the Client, must pay for the contracted services at the time of presentation of the
invoice or within the agreed period, without the fact of presenting a claim implying exemption
from payment. In the case of stays of more than one week, the services may be invoiced on a
daily basis.",C,22,17
40,What payment methods are accepted by the hotel establishment?,"
Payment of the price may be made by bank transfer, bank card or in cash up to the
quantitative limit in force at any given time in accordance with the law. This hotel
establishment only accepts the following bank cards: VISA, MASTERCARD and AMERICAN
EXPRES.",O,23,17
41,Does the company require payment before services are provided?,"
In the event that payment for services is required prior to the provision of these services,
we will expressly state this on our website or in our communications.",O,24,17
42,What is the purpose of stating whether the bank card is used as a guarantee or advance payment?,"
In case of requesting your bank card details, it will be stated whether it is used as a
guarantee of contract performance or as an advance payment.",O,25,17
43,What is the purpose of the advance payment mentioned in the text?,"
We reserve the right to require that, when making a reservation, you make an advance
payment of the price as a deposit, which will be understood as payment on account of the
amount resulting from the services provided.",O,26,17
44,What is the maximum time a client's room delivery can be delayed on dates of maximum occupancy?,"
As a client, you will have the right to occupy the room from 12:00 noon on the first day of
the contracted period until 12:00 noon on the day indicated as the date of departure. On dates
of maximum occupancy of the establishment, the delivery of your room may be delayed until
14:00 hours.",O,27,17
45,What kind of facilities are available to guests at the establishment?,"
In any case, you will be able to access the communal facilities from the moment you arrive at
our establishment.",O,28,17
46,What are the consequences for a guest who stays in a room longer than the contracted time?,"
Unless otherwise agreed, the prolongation in the occupation of your room for longer than
the contracted time will generate the obligation to pay the amount established as ""late check-
out"".",O,29,17
47,"What does the phrase ""availability"" refer to in this context?","
You may stay longer than the number of days specified in the admission document,
provided that there is prior agreement on the basis of availability.",O,30,17
48,What does the text imply will happen if there is agreement?,"
In case of agreement, it will be understood as a new booking.",O,31,17
49,What are the consequences for occupying a double room that has been contracted as a single room? ,"
The occupation and stay of two people in a double room that has been contracted as a
single room will not be permitted. In this case, the rate established for double use will be paid.
The rooms of this establishment are equipped with a safe with a rental cost of 0.00 € per
day.",O,32,17
50," 
Is the safe in the rooms of this establishment free of charge?","
The occupation and stay of two people in a double room that has been contracted as a
single room will not be permitted. In this case, the rate established for double use will be paid.
The rooms of this establishment are equipped with a safe with a rental cost of 0.00 € per
day.",C,32,17
51,What items are not covered by the hotel's responsibility in case of loss or theft?,"
Our Hotel is not responsible for the loss or theft of money or valuables that are not
deposited in the Hotel safe.",O,33,17
52,How often is the room cleaned?,"
The room cleaning service is daily.",O,34,17
53,What are the rules regarding the occupation of a single room that has been contracted as such? ,"
The occupation and stay of two people in a double room that has been contracted as a
single room is not permitted. In this case, the rate fixed for double use will be paid.
Smoking is not permitted in the entire establishment.",O,35,17
54," 
What is the consequence of smoking in the entire establishment?","
The occupation and stay of two people in a double room that has been contracted as a
single room is not permitted. In this case, the rate fixed for double use will be paid.
Smoking is not permitted in the entire establishment.",C,35,17
55,Is this rule intended to maintain the aesthetic appeal of the building?,"
It is not allowed to hang towels or any other garment on the railings of the terraces or
balconies of the rooms.",O,36,17
56,What is the reason for the restriction mentioned in the text?,"
It is not allowed to play with balls and similar inside the establishment.",O,37,17
57,"Is the establishment an animal-free zone, with a specific exception for guide dogs?","
This establishment does not admit animals, with the exception of people accompanied
by guide dogs due to visual dysfunctions.",O,38,17
58,What is the main reason for limiting access to an area or installation of the Hotel? ,"
Access to an area or installation of the Hotel will be limited:
   When the established capacity has been reached and in the meantime there is no access
available for this capacity.
When the closing time of the area or facility has been exceeded.
When the minimum age established for access to the area or facility according to the
regulations in force is not met.When violent attitudes are shown or manifested, especially when behaving in an aggressive
manner or provoking altercations.
When it causes situations of danger or nuisance to other users, or does not meet the
conditions of hygiene.",O,39,17
59," 
When will access to an area or installation of the Hotel be denied? ","
Access to an area or installation of the Hotel will be limited:
   When the established capacity has been reached and in the meantime there is no access
available for this capacity.
When the closing time of the area or facility has been exceeded.
When the minimum age established for access to the area or facility according to the
regulations in force is not met.When violent attitudes are shown or manifested, especially when behaving in an aggressive
manner or provoking altercations.
When it causes situations of danger or nuisance to other users, or does not meet the
conditions of hygiene.",C,39,17
60," 
What is the minimum age requirement for accessing certain areas or facilities? ","
Access to an area or installation of the Hotel will be limited:
   When the established capacity has been reached and in the meantime there is no access
available for this capacity.
When the closing time of the area or facility has been exceeded.
When the minimum age established for access to the area or facility according to the
regulations in force is not met.When violent attitudes are shown or manifested, especially when behaving in an aggressive
manner or provoking altercations.
When it causes situations of danger or nuisance to other users, or does not meet the
conditions of hygiene.",C,39,17
61," 
What type of behavior will result in denied access to an area or installation of the Hotel?","
Access to an area or installation of the Hotel will be limited:
   When the established capacity has been reached and in the meantime there is no access
available for this capacity.
When the closing time of the area or facility has been exceeded.
When the minimum age established for access to the area or facility according to the
regulations in force is not met.When violent attitudes are shown or manifested, especially when behaving in an aggressive
manner or provoking altercations.
When it causes situations of danger or nuisance to other users, or does not meet the
conditions of hygiene.",C,39,17
62,What substances are specifically mentioned as being grounds for denial of access to premises?,"
In particular, persons who are using drugs, narcotics or psychotropic substances, or who show
signs of having used them, and those who show signs of obvious drunkenness, shall be denied
access or, where appropriate, shall be prevented from staying in the premises.",O,40,17
63,What actions might be taken by the establishment against individuals violating the listed limitations?,"
When wearing clothes or symbols that incite violence, racism or xenophobia.
This establishment may request the assistance of the Security Forces and Bodies to evict
those who violate any of the limitations listed in the preceding paragraph.",O,41,17
64,"What situations require customers to pay costs incurred up to the time of the prohibition of access or stay in the establishment? 
What is the purpose of the client being covered with clothing in the establishment? 
What is the rule regarding walking barefoot in the establishment? 
What must customers do with litter bins in the establishment? 
What should customers do to protect their luggage? 
What should customers do to protect their belongings? 
What is the rule regarding keeping the door closed in a room? 
What should customers do with their luggage when not in use? 
What should customers avoid displaying in their room? 
What is the purpose of checking if the door is properly closed when leaving a room?","
Customers who find themselves in any of the situations set out in section 11.1 of this
article are obliged to pay the costs incurred up to the time of the prohibition of access or stay
in the establishment.
The Client will have to be covered with clothing.
It is forbidden to walk barefoot in the establishment,
The litter bins must be used.
Watch and control your luggage. Do not leave it unattended.
Watch and control your belongings, do not leave them unattended.
Keep the door closed when you are in your room. Close the door to your room when you
leave it, and try to open it again to make sure it is properly closed, even if you are only gone
for a short time.
Lock your luggage when not in use and place it in your locker. If your luggage has a lock,
always use it.
Never display jewellery, money or valuables in your room.",O,42,17
65,"Who should you notify immediately if you notice any abnormal occurrence? 
","
Immediately notify the Hotel Reception of any abnormal occurrence you notice such as:
suspicious persons in the corridor, repeated telephone calls from unidentified persons, knocks
on your room door from persons unknown to you, or not finding anyone at the door when you
go to open it.
If you forget or lose your key, only the Reception staff is authorised to provide you with a
new key to open your room.
Do not be annoyed if you are asked at Reception to identify yourself when requesting a new
key, it is for your security.
When socialising with strangers, do not reveal the name of the establishment or your room
number.
Never allow people into your room with unsolicited deliveries.
Never discuss specific plans for future excursions, outings, etc., in public or with strangers.
If you wish to have your room serviced, hang the notice ""Please have your room serviced""
on the outside of your room door. If you wish not to be disturbed, hang the notice ""Please do
not disturb"".",O,43,17
66," What should you do if you forget or lose your key? 
","
Immediately notify the Hotel Reception of any abnormal occurrence you notice such as:
suspicious persons in the corridor, repeated telephone calls from unidentified persons, knocks
on your room door from persons unknown to you, or not finding anyone at the door when you
go to open it.
If you forget or lose your key, only the Reception staff is authorised to provide you with a
new key to open your room.
Do not be annoyed if you are asked at Reception to identify yourself when requesting a new
key, it is for your security.
When socialising with strangers, do not reveal the name of the establishment or your room
number.
Never allow people into your room with unsolicited deliveries.
Never discuss specific plans for future excursions, outings, etc., in public or with strangers.
If you wish to have your room serviced, hang the notice ""Please have your room serviced""
on the outside of your room door. If you wish not to be disturbed, hang the notice ""Please do
not disturb"".",C,43,17
67," What should you not be annoyed about when requesting a new key? 
","
Immediately notify the Hotel Reception of any abnormal occurrence you notice such as:
suspicious persons in the corridor, repeated telephone calls from unidentified persons, knocks
on your room door from persons unknown to you, or not finding anyone at the door when you
go to open it.
If you forget or lose your key, only the Reception staff is authorised to provide you with a
new key to open your room.
Do not be annoyed if you are asked at Reception to identify yourself when requesting a new
key, it is for your security.
When socialising with strangers, do not reveal the name of the establishment or your room
number.
Never allow people into your room with unsolicited deliveries.
Never discuss specific plans for future excursions, outings, etc., in public or with strangers.
If you wish to have your room serviced, hang the notice ""Please have your room serviced""
on the outside of your room door. If you wish not to be disturbed, hang the notice ""Please do
not disturb"".",C,43,17
68," What should you not reveal to strangers when socialising? 
","
Immediately notify the Hotel Reception of any abnormal occurrence you notice such as:
suspicious persons in the corridor, repeated telephone calls from unidentified persons, knocks
on your room door from persons unknown to you, or not finding anyone at the door when you
go to open it.
If you forget or lose your key, only the Reception staff is authorised to provide you with a
new key to open your room.
Do not be annoyed if you are asked at Reception to identify yourself when requesting a new
key, it is for your security.
When socialising with strangers, do not reveal the name of the establishment or your room
number.
Never allow people into your room with unsolicited deliveries.
Never discuss specific plans for future excursions, outings, etc., in public or with strangers.
If you wish to have your room serviced, hang the notice ""Please have your room serviced""
on the outside of your room door. If you wish not to be disturbed, hang the notice ""Please do
not disturb"".",C,43,17
69," What should you not allow into your room with unsolicited deliveries? 
","
Immediately notify the Hotel Reception of any abnormal occurrence you notice such as:
suspicious persons in the corridor, repeated telephone calls from unidentified persons, knocks
on your room door from persons unknown to you, or not finding anyone at the door when you
go to open it.
If you forget or lose your key, only the Reception staff is authorised to provide you with a
new key to open your room.
Do not be annoyed if you are asked at Reception to identify yourself when requesting a new
key, it is for your security.
When socialising with strangers, do not reveal the name of the establishment or your room
number.
Never allow people into your room with unsolicited deliveries.
Never discuss specific plans for future excursions, outings, etc., in public or with strangers.
If you wish to have your room serviced, hang the notice ""Please have your room serviced""
on the outside of your room door. If you wish not to be disturbed, hang the notice ""Please do
not disturb"".",C,43,17
70," What should you do if you wish to have your room serviced? 
","
Immediately notify the Hotel Reception of any abnormal occurrence you notice such as:
suspicious persons in the corridor, repeated telephone calls from unidentified persons, knocks
on your room door from persons unknown to you, or not finding anyone at the door when you
go to open it.
If you forget or lose your key, only the Reception staff is authorised to provide you with a
new key to open your room.
Do not be annoyed if you are asked at Reception to identify yourself when requesting a new
key, it is for your security.
When socialising with strangers, do not reveal the name of the establishment or your room
number.
Never allow people into your room with unsolicited deliveries.
Never discuss specific plans for future excursions, outings, etc., in public or with strangers.
If you wish to have your room serviced, hang the notice ""Please have your room serviced""
on the outside of your room door. If you wish not to be disturbed, hang the notice ""Please do
not disturb"".",C,43,17
