,question,answer,question_index,answer_reformulate,answer_index,document_index,question_reformulate
10,What do the indications contained in the signage and those of the staff refer to?,"
First of all, we ask you to respect and comply with the indications set out in the signage
distributed around our facilities and follow the indications contained herein and those
of our staff.",10,"['\n\n2. Prior to proceeding, kindly respect and comply with the directives outlined in the signage posted around our facilities and heed the guidance contained herein and that of our personnel.\n\n', '\n\n3. At the outset, we request that you observe and adhere to the guidelines detailed on the signs scattered throughout our premises and follow the directions mentioned within this text and provided by our staff members.\n\n', '\n\n4. Initially, please respect and comply with the stipulations indicated in the signage distributed around our facilities and follow the directives contained herein and those offered by our employees.\n\n', '\n\n5. To begin with, kindly observe and adhere to the guidelines specified on the signs displayed throughout our premises and heed the guidance mentioned within this text and that of our personnel.\n\n', '\n\n6. In advance, please respect and comply with the indications outlined in the signage posted around our facilities and follow the directions stipulated within this text and provided by our employees.\n\n', '\n\n7. At the commencement, we ask you to observe and adhere to the guidelines detailed on the signs scattered throughout our premises and follow the guidance contained herein and that of our staff members.\n\n', '\n\n8. Firstly, please respect and comply with the directives indicated in the signage distributed around our facilities and heed the instructions mentioned within this text and provided by our employees.\n\n', '\n\n9. Prior to entering, kindly observe and adhere to the guidelines specified on the signs displayed throughout our premises and follow the guidance contained herein and that of our personnel.\n\n', '\n\n10. Initially, we request that you respect and comply with the stipulations outlined in the signage posted around our facilities and follow the directives mentioned within this text and provided by our employees.']",9,15,"['\nIndications on the premises: what do they mean ', '\nWhat is the significance of signage at the location ', ""\nStaff indications on the site: what's the point "", '\nWhat are the staff indicators showing ', '\nPurpose of staff and signage instructions ', '\nWhat are the indicators that staff is referring to ', '\nWhat are signs and staff indications related to ', '\nThe purpose of signage and staff signs ', '\nWhat do staff signs and indications refer to ', '']"
11,What is the purpose of the thermographic camera installed at the hotel entrance?,"
We inform you that, to ensure the safety of everyone, a thermographic camera has been
installed at the entrance to the hotel, as indicated on the signs, as a measure to detect
fever in any person entering the hotel. In the case of fever detection, our staff will
indicate the protocol to be followed.",11,"[' the signs clearly state this measure is in place to screen for fevers ', "" if someone's temperature is detected, our team will guide them on what to do.\n2. A thermocamera has been installed at the hotel entrance to safeguard all guests "", ' this initiative is aimed at identifying potential health risks such as fever ', "" in the event of a positive reading, staff will brief individuals on the necessary protocol.\n3. For everyone's protection, we've set up a thermal imaging system near the hotel entrance "", ' signs are posted to inform visitors about this precautionary measure ', ' should someone be flagged for elevated body temperature, our team will provide clear instructions.\n4. To prevent any potential health issues, a heat-sensing camera has been installed at the hotel entrance ', ' guests will see signs indicating this is in place to identify fever symptoms ', "" if someone's temperature is detected, staff will walk them through the necessary procedures.\n5. In line with safety guidelines, we've placed a thermal scanner near the hotel reception "", ' visitors are advised of this precaution on the posted signs ', ' should the system detect an abnormal body temperature, our team will offer guidance on what to do next.\n6. To maintain a safe environment for all guests, a thermographic camera has been installed at the entrance ', ' as indicated on the nearby signs, this is part of our efforts to monitor temperatures and prevent potential health risks ', "" in the case of fever detection, staff will brief individuals on the correct course of action.\n7. We've taken the precaution of installing a thermal imaging device near the hotel entrance "", ' guests can see the signs indicating this measure is in place to identify fevers ', "" should someone be flagged for elevated body temperature, our team will provide guidance on what steps to take.\n8. For everyone's safety and well-being, we're implementing a thermographic camera system at the hotel entrance "", ' signs are posted to inform visitors about this initiative ', "" if someone's temperature is detected as high, staff will brief them on the necessary procedures to follow.\n9. A thermal scanner has been installed at the hotel reception area to safeguard all guests "", ' signs indicate this precautionary measure is in place to identify potential health risks such as fever ', "" should someone be flagged for elevated body temperature, our team will provide guidance on what steps to take next.\n10. To prevent any potential health concerns, we've placed a thermographic camera near the hotel entrance "", ' signs are posted to inform visitors about this initiative ', "" if someone's temperature is detected as high, staff will brief them on the necessary protocol to follow.""]",10,15,"['\nObjective of the infrared sensor system placed at the entrance to the hotel ', '\nWhy is the thermovision camera installed at the main entrance of the hotel?\nFunctionality of the thermographic imaging device situated near the hotel entrance ', ""\nWhat's the main goal behind installing the thermal imaging system at the hotel front desk?\nPurpose of the temperature-sensing equipment mounted on the wall in the hotel lobby "", '\nIs there a particular reason for placing the thermal camera at the hotel reception area?\nFunctionality of the infrared scanning system installed near the hotel entrance ', '']"
12,"What is the purpose of following the signs at the Reception to get to the check-in desk? 
","
In order to avoid going to reception and, in some moments, to save time to be attended,
please follow these instructions:
  If you already have a reservation with us, please wait your turn by
following the signs at the Reception to get to the check-in desk.
  On the day of your departure, please go directly to the check-out desk,
always respecting the indications.
  From your room you can call reception by dialing 9 to avoid having to
move, if you need medical assistance, information on schedules, extension
of your stay, maintenance service, etc.
  If you arrive at the hotel without prior reservation, one person can go to
the check-in desk, following the instructions shown on the signs, and
bringing the documentation of your companion(s), if applicable.
If the reception staff is busy, please wait your turn, respecting the safety distance, and
you will be attended to as soon as possible.
If possible, please pay by card. If you pay by card, the card will not be handled by the
employee at any time. After each use the dataphone is disinfected.
To guarantee your security, we have removed from our counters any information
leaflets of our facilities, maps of the Hotel, etc... but they will be provided to you in digital
format through a QR code.",12,"['For guests with existing reservations, kindly follow the signs at Reception to reach the check-in desk.\n\n', 'To expedite your departure, please proceed directly to the check-out desk on your designated day, adhering to the posted instructions.\n\n', 'From your room, you can contact Reception by dialing 9 to avoid unnecessary movement, and obtain assistance for medical needs, schedule inquiries, stay extensions, maintenance services, and more.\n\n', 'If you arrive without a prior reservation, one person may proceed to the check-in desk, following the on-screen guidance, and provide documentation for accompanying guests, if applicable.\n\n', 'Should Reception staff be engaged, please wait your turn while maintaining a safe distance; you will be attended to as soon as possible.\n\n', 'When paying, kindly utilize card payments. If using a card, rest assured that it will not be handled by our staff at any time. Post-payment, the card reader is thoroughly disinfected.\n\n', 'To ensure your safety, we have removed all printed materials from our counters, including facility information leaflets and hotel maps; instead, you can access this digital content through a QR code.\n\n', 'To minimize interactions with Reception, please follow these steps: if you have a reservation, proceed to the check-in desk as indicated; on departure day, go directly to the check-out desk, adhering to posted instructions.\n\n', 'By dialing 9 from your room phone, you can contact Reception without leaving your accommodations, and request assistance for medical needs, schedule inquiries, stay extensions, maintenance services, or other concerns.\n\n', 'When arriving without a prior reservation, one person may proceed to the check-in desk; if necessary, bring documentation for accompanying guests. Follow on-screen guidance to complete the process.\n\n', 'To ensure efficient service and maintain social distancing, please wait your turn when Reception staff are engaged, and you will be attended to as soon as possible.']",11,15,"['\nWhy do you have to follow the signs to find your way to the front desk? \n', '\nPurpose of directional signage near the entrance to lead guests to the registration counter. \n', '\nWhat is the significance of having arrows pointing towards the reception for check-in? \n', '\nReasons behind the signs leading to the check-in area at the Reception. \n', '\nWhy do you have to follow the signs from the lobby to the front desk? \n', '\nFollowing the signs to locate the check-in counter near the Reception area. \n', '\nWhat is the objective of having signs directing people towards the reception for guest registration? \n', '\nSignificance of indicators pointing towards the reception desk at the beginning.']"
13," What should you do on the day of your departure? 
","
In order to avoid going to reception and, in some moments, to save time to be attended,
please follow these instructions:
  If you already have a reservation with us, please wait your turn by
following the signs at the Reception to get to the check-in desk.
  On the day of your departure, please go directly to the check-out desk,
always respecting the indications.
  From your room you can call reception by dialing 9 to avoid having to
move, if you need medical assistance, information on schedules, extension
of your stay, maintenance service, etc.
  If you arrive at the hotel without prior reservation, one person can go to
the check-in desk, following the instructions shown on the signs, and
bringing the documentation of your companion(s), if applicable.
If the reception staff is busy, please wait your turn, respecting the safety distance, and
you will be attended to as soon as possible.
If possible, please pay by card. If you pay by card, the card will not be handled by the
employee at any time. After each use the dataphone is disinfected.
To guarantee your security, we have removed from our counters any information
leaflets of our facilities, maps of the Hotel, etc... but they will be provided to you in digital
format through a QR code.",13,"['For guests with existing reservations, kindly follow the signs at Reception to reach the check-in desk.\n\n', 'To expedite your departure, please proceed directly to the check-out desk on your designated day, adhering to the posted instructions.\n\n', 'From your room, you can contact Reception by dialing 9 to avoid unnecessary movement, and obtain assistance for medical needs, schedule inquiries, stay extensions, maintenance services, and more.\n\n', 'If you arrive without a prior reservation, one person may proceed to the check-in desk, following the on-screen guidance, and provide documentation for accompanying guests, if applicable.\n\n', 'Should Reception staff be engaged, please wait your turn while maintaining a safe distance; you will be attended to as soon as possible.\n\n', 'When paying, kindly utilize card payments. If using a card, rest assured that it will not be handled by our staff at any time. Post-payment, the card reader is thoroughly disinfected.\n\n', 'To ensure your safety, we have removed all printed materials from our counters, including facility information leaflets and hotel maps; instead, you can access this digital content through a QR code.\n\n', 'To minimize interactions with Reception, please follow these steps: if you have a reservation, proceed to the check-in desk as indicated; on departure day, go directly to the check-out desk, adhering to posted instructions.\n\n', 'By dialing 9 from your room phone, you can contact Reception without leaving your accommodations, and request assistance for medical needs, schedule inquiries, stay extensions, maintenance services, or other concerns.\n\n', 'When arriving without a prior reservation, one person may proceed to the check-in desk; if necessary, bring documentation for accompanying guests. Follow on-screen guidance to complete the process.\n\n', 'To ensure efficient service and maintain social distancing, please wait your turn when Reception staff are engaged, and you will be attended to as soon as possible.']",11,15,"[' How can I organize my last day before leaving?\n', ' At what point should you finalize your travel plans?\n', ' What activities are ideal for a day about to embark on travels?\n', ' In what order should things be done when planning to leave?\n', ' On the eve of departure, what is most essential to accomplish?\n', ' What tasks need completion prior to setting out on an excursion?\n', ' Should preparations for traveling be made the night before?\n', ' What actions should one take on the day preceding a trip?\n', ' How can you ensure everything is ready for your departure date?']"
14," What number should you dial from your room to call reception? 
","
In order to avoid going to reception and, in some moments, to save time to be attended,
please follow these instructions:
  If you already have a reservation with us, please wait your turn by
following the signs at the Reception to get to the check-in desk.
  On the day of your departure, please go directly to the check-out desk,
always respecting the indications.
  From your room you can call reception by dialing 9 to avoid having to
move, if you need medical assistance, information on schedules, extension
of your stay, maintenance service, etc.
  If you arrive at the hotel without prior reservation, one person can go to
the check-in desk, following the instructions shown on the signs, and
bringing the documentation of your companion(s), if applicable.
If the reception staff is busy, please wait your turn, respecting the safety distance, and
you will be attended to as soon as possible.
If possible, please pay by card. If you pay by card, the card will not be handled by the
employee at any time. After each use the dataphone is disinfected.
To guarantee your security, we have removed from our counters any information
leaflets of our facilities, maps of the Hotel, etc... but they will be provided to you in digital
format through a QR code.",14,"['For guests with existing reservations, kindly follow the signs at Reception to reach the check-in desk.\n\n', 'To expedite your departure, please proceed directly to the check-out desk on your designated day, adhering to the posted instructions.\n\n', 'From your room, you can contact Reception by dialing 9 to avoid unnecessary movement, and obtain assistance for medical needs, schedule inquiries, stay extensions, maintenance services, and more.\n\n', 'If you arrive without a prior reservation, one person may proceed to the check-in desk, following the on-screen guidance, and provide documentation for accompanying guests, if applicable.\n\n', 'Should Reception staff be engaged, please wait your turn while maintaining a safe distance; you will be attended to as soon as possible.\n\n', 'When paying, kindly utilize card payments. If using a card, rest assured that it will not be handled by our staff at any time. Post-payment, the card reader is thoroughly disinfected.\n\n', 'To ensure your safety, we have removed all printed materials from our counters, including facility information leaflets and hotel maps; instead, you can access this digital content through a QR code.\n\n', 'To minimize interactions with Reception, please follow these steps: if you have a reservation, proceed to the check-in desk as indicated; on departure day, go directly to the check-out desk, adhering to posted instructions.\n\n', 'By dialing 9 from your room phone, you can contact Reception without leaving your accommodations, and request assistance for medical needs, schedule inquiries, stay extensions, maintenance services, or other concerns.\n\n', 'When arriving without a prior reservation, one person may proceed to the check-in desk; if necessary, bring documentation for accompanying guests. Follow on-screen guidance to complete the process.\n\n', 'To ensure efficient service and maintain social distancing, please wait your turn when Reception staff are engaged, and you will be attended to as soon as possible.']",11,15,[]
15," What kind of assistance can you request by calling reception? 
","
In order to avoid going to reception and, in some moments, to save time to be attended,
please follow these instructions:
  If you already have a reservation with us, please wait your turn by
following the signs at the Reception to get to the check-in desk.
  On the day of your departure, please go directly to the check-out desk,
always respecting the indications.
  From your room you can call reception by dialing 9 to avoid having to
move, if you need medical assistance, information on schedules, extension
of your stay, maintenance service, etc.
  If you arrive at the hotel without prior reservation, one person can go to
the check-in desk, following the instructions shown on the signs, and
bringing the documentation of your companion(s), if applicable.
If the reception staff is busy, please wait your turn, respecting the safety distance, and
you will be attended to as soon as possible.
If possible, please pay by card. If you pay by card, the card will not be handled by the
employee at any time. After each use the dataphone is disinfected.
To guarantee your security, we have removed from our counters any information
leaflets of our facilities, maps of the Hotel, etc... but they will be provided to you in digital
format through a QR code.",15,"['For guests with existing reservations, kindly follow the signs at Reception to reach the check-in desk.\n\n', 'To expedite your departure, please proceed directly to the check-out desk on your designated day, adhering to the posted instructions.\n\n', 'From your room, you can contact Reception by dialing 9 to avoid unnecessary movement, and obtain assistance for medical needs, schedule inquiries, stay extensions, maintenance services, and more.\n\n', 'If you arrive without a prior reservation, one person may proceed to the check-in desk, following the on-screen guidance, and provide documentation for accompanying guests, if applicable.\n\n', 'Should Reception staff be engaged, please wait your turn while maintaining a safe distance; you will be attended to as soon as possible.\n\n', 'When paying, kindly utilize card payments. If using a card, rest assured that it will not be handled by our staff at any time. Post-payment, the card reader is thoroughly disinfected.\n\n', 'To ensure your safety, we have removed all printed materials from our counters, including facility information leaflets and hotel maps; instead, you can access this digital content through a QR code.\n\n', 'To minimize interactions with Reception, please follow these steps: if you have a reservation, proceed to the check-in desk as indicated; on departure day, go directly to the check-out desk, adhering to posted instructions.\n\n', 'By dialing 9 from your room phone, you can contact Reception without leaving your accommodations, and request assistance for medical needs, schedule inquiries, stay extensions, maintenance services, or other concerns.\n\n', 'When arriving without a prior reservation, one person may proceed to the check-in desk; if necessary, bring documentation for accompanying guests. Follow on-screen guidance to complete the process.\n\n', 'To ensure efficient service and maintain social distancing, please wait your turn when Reception staff are engaged, and you will be attended to as soon as possible.']",11,15,"['\nCan I get assistance from the hotel staff by ringing reception ', '\nWhat kinds of support or help am I entitled to when I dial reception ', '\nHow do I get in touch with the people at the reception desk ', '\nWhat sort of aid or guidance is available through a call to reception ', '\nCan I request certain amenities or services by phoning reception ', '\nWhat types of assistance can be provided by contacting the hotel staff on the phone ', '\nHow can I get help or support from the front desk team ', ""\nWhat kinds of assistance are available when you reach out to the hotel's reception "", '\nCan I ask for specific services or requests to be handled by calling the reception desk ', '']"
16," What should you do if you arrive at the hotel without prior reservation? 
","
In order to avoid going to reception and, in some moments, to save time to be attended,
please follow these instructions:
  If you already have a reservation with us, please wait your turn by
following the signs at the Reception to get to the check-in desk.
  On the day of your departure, please go directly to the check-out desk,
always respecting the indications.
  From your room you can call reception by dialing 9 to avoid having to
move, if you need medical assistance, information on schedules, extension
of your stay, maintenance service, etc.
  If you arrive at the hotel without prior reservation, one person can go to
the check-in desk, following the instructions shown on the signs, and
bringing the documentation of your companion(s), if applicable.
If the reception staff is busy, please wait your turn, respecting the safety distance, and
you will be attended to as soon as possible.
If possible, please pay by card. If you pay by card, the card will not be handled by the
employee at any time. After each use the dataphone is disinfected.
To guarantee your security, we have removed from our counters any information
leaflets of our facilities, maps of the Hotel, etc... but they will be provided to you in digital
format through a QR code.",16,"['For guests with existing reservations, kindly follow the signs at Reception to reach the check-in desk.\n\n', 'To expedite your departure, please proceed directly to the check-out desk on your designated day, adhering to the posted instructions.\n\n', 'From your room, you can contact Reception by dialing 9 to avoid unnecessary movement, and obtain assistance for medical needs, schedule inquiries, stay extensions, maintenance services, and more.\n\n', 'If you arrive without a prior reservation, one person may proceed to the check-in desk, following the on-screen guidance, and provide documentation for accompanying guests, if applicable.\n\n', 'Should Reception staff be engaged, please wait your turn while maintaining a safe distance; you will be attended to as soon as possible.\n\n', 'When paying, kindly utilize card payments. If using a card, rest assured that it will not be handled by our staff at any time. Post-payment, the card reader is thoroughly disinfected.\n\n', 'To ensure your safety, we have removed all printed materials from our counters, including facility information leaflets and hotel maps; instead, you can access this digital content through a QR code.\n\n', 'To minimize interactions with Reception, please follow these steps: if you have a reservation, proceed to the check-in desk as indicated; on departure day, go directly to the check-out desk, adhering to posted instructions.\n\n', 'By dialing 9 from your room phone, you can contact Reception without leaving your accommodations, and request assistance for medical needs, schedule inquiries, stay extensions, maintenance services, or other concerns.\n\n', 'When arriving without a prior reservation, one person may proceed to the check-in desk; if necessary, bring documentation for accompanying guests. Follow on-screen guidance to complete the process.\n\n', 'To ensure efficient service and maintain social distancing, please wait your turn when Reception staff are engaged, and you will be attended to as soon as possible.']",11,15,"['Should you check into a hotel without making a reservation first?\n', 'Can you get into a hotel room with no advance planning?\n', ""How to proceed if you didn't reserve a spot in a hotel?\n"", 'What should be done on arrival at the hotel without prior booking?\n', 'Is it possible to stay in a hotel without reserving a room first?\n', 'Do I need to make reservations for a hotel room or can I just show up?\n', ""What happens when there's no prior reservation made for a hotel visit?\n"", 'How do you handle arriving at a hotel with no pre-arranged accommodation?\n', 'Would it be better to reserve a hotel room in advance or just walk in?']"
17," Why is it recommended to pay by card? 
","
In order to avoid going to reception and, in some moments, to save time to be attended,
please follow these instructions:
  If you already have a reservation with us, please wait your turn by
following the signs at the Reception to get to the check-in desk.
  On the day of your departure, please go directly to the check-out desk,
always respecting the indications.
  From your room you can call reception by dialing 9 to avoid having to
move, if you need medical assistance, information on schedules, extension
of your stay, maintenance service, etc.
  If you arrive at the hotel without prior reservation, one person can go to
the check-in desk, following the instructions shown on the signs, and
bringing the documentation of your companion(s), if applicable.
If the reception staff is busy, please wait your turn, respecting the safety distance, and
you will be attended to as soon as possible.
If possible, please pay by card. If you pay by card, the card will not be handled by the
employee at any time. After each use the dataphone is disinfected.
To guarantee your security, we have removed from our counters any information
leaflets of our facilities, maps of the Hotel, etc... but they will be provided to you in digital
format through a QR code.",17,"['For guests with existing reservations, kindly follow the signs at Reception to reach the check-in desk.\n\n', 'To expedite your departure, please proceed directly to the check-out desk on your designated day, adhering to the posted instructions.\n\n', 'From your room, you can contact Reception by dialing 9 to avoid unnecessary movement, and obtain assistance for medical needs, schedule inquiries, stay extensions, maintenance services, and more.\n\n', 'If you arrive without a prior reservation, one person may proceed to the check-in desk, following the on-screen guidance, and provide documentation for accompanying guests, if applicable.\n\n', 'Should Reception staff be engaged, please wait your turn while maintaining a safe distance; you will be attended to as soon as possible.\n\n', 'When paying, kindly utilize card payments. If using a card, rest assured that it will not be handled by our staff at any time. Post-payment, the card reader is thoroughly disinfected.\n\n', 'To ensure your safety, we have removed all printed materials from our counters, including facility information leaflets and hotel maps; instead, you can access this digital content through a QR code.\n\n', 'To minimize interactions with Reception, please follow these steps: if you have a reservation, proceed to the check-in desk as indicated; on departure day, go directly to the check-out desk, adhering to posted instructions.\n\n', 'By dialing 9 from your room phone, you can contact Reception without leaving your accommodations, and request assistance for medical needs, schedule inquiries, stay extensions, maintenance services, or other concerns.\n\n', 'When arriving without a prior reservation, one person may proceed to the check-in desk; if necessary, bring documentation for accompanying guests. Follow on-screen guidance to complete the process.\n\n', 'To ensure efficient service and maintain social distancing, please wait your turn when Reception staff are engaged, and you will be attended to as soon as possible.']",11,15,"[' How does paying with plastic benefit consumers?\n', ' In what ways do banks promote cashless payments?\n', "" What's driving the shift towards digital wallets?\n"", ' Can you explain why merchants encourage card transactions?\n', ' Why is it recommended to use electronic funds transfer?\n', ' Are there any benefits to paying by debit card?\n', ' How do online payment systems improve customer experience?\n', ' What are the advantages of using a credit card for purchases?\n', ' In what ways does mobile payments enhance convenience?']"
18," How is the card handled when paying by card? 
","
In order to avoid going to reception and, in some moments, to save time to be attended,
please follow these instructions:
  If you already have a reservation with us, please wait your turn by
following the signs at the Reception to get to the check-in desk.
  On the day of your departure, please go directly to the check-out desk,
always respecting the indications.
  From your room you can call reception by dialing 9 to avoid having to
move, if you need medical assistance, information on schedules, extension
of your stay, maintenance service, etc.
  If you arrive at the hotel without prior reservation, one person can go to
the check-in desk, following the instructions shown on the signs, and
bringing the documentation of your companion(s), if applicable.
If the reception staff is busy, please wait your turn, respecting the safety distance, and
you will be attended to as soon as possible.
If possible, please pay by card. If you pay by card, the card will not be handled by the
employee at any time. After each use the dataphone is disinfected.
To guarantee your security, we have removed from our counters any information
leaflets of our facilities, maps of the Hotel, etc... but they will be provided to you in digital
format through a QR code.",18,"['For guests with existing reservations, kindly follow the signs at Reception to reach the check-in desk.\n\n', 'To expedite your departure, please proceed directly to the check-out desk on your designated day, adhering to the posted instructions.\n\n', 'From your room, you can contact Reception by dialing 9 to avoid unnecessary movement, and obtain assistance for medical needs, schedule inquiries, stay extensions, maintenance services, and more.\n\n', 'If you arrive without a prior reservation, one person may proceed to the check-in desk, following the on-screen guidance, and provide documentation for accompanying guests, if applicable.\n\n', 'Should Reception staff be engaged, please wait your turn while maintaining a safe distance; you will be attended to as soon as possible.\n\n', 'When paying, kindly utilize card payments. If using a card, rest assured that it will not be handled by our staff at any time. Post-payment, the card reader is thoroughly disinfected.\n\n', 'To ensure your safety, we have removed all printed materials from our counters, including facility information leaflets and hotel maps; instead, you can access this digital content through a QR code.\n\n', 'To minimize interactions with Reception, please follow these steps: if you have a reservation, proceed to the check-in desk as indicated; on departure day, go directly to the check-out desk, adhering to posted instructions.\n\n', 'By dialing 9 from your room phone, you can contact Reception without leaving your accommodations, and request assistance for medical needs, schedule inquiries, stay extensions, maintenance services, or other concerns.\n\n', 'When arriving without a prior reservation, one person may proceed to the check-in desk; if necessary, bring documentation for accompanying guests. Follow on-screen guidance to complete the process.\n\n', 'To ensure efficient service and maintain social distancing, please wait your turn when Reception staff are engaged, and you will be attended to as soon as possible.']",11,15,[]
19," Why have information leaflets been removed from the counters? 
","
In order to avoid going to reception and, in some moments, to save time to be attended,
please follow these instructions:
  If you already have a reservation with us, please wait your turn by
following the signs at the Reception to get to the check-in desk.
  On the day of your departure, please go directly to the check-out desk,
always respecting the indications.
  From your room you can call reception by dialing 9 to avoid having to
move, if you need medical assistance, information on schedules, extension
of your stay, maintenance service, etc.
  If you arrive at the hotel without prior reservation, one person can go to
the check-in desk, following the instructions shown on the signs, and
bringing the documentation of your companion(s), if applicable.
If the reception staff is busy, please wait your turn, respecting the safety distance, and
you will be attended to as soon as possible.
If possible, please pay by card. If you pay by card, the card will not be handled by the
employee at any time. After each use the dataphone is disinfected.
To guarantee your security, we have removed from our counters any information
leaflets of our facilities, maps of the Hotel, etc... but they will be provided to you in digital
format through a QR code.",19,"['For guests with existing reservations, kindly follow the signs at Reception to reach the check-in desk.\n\n', 'To expedite your departure, please proceed directly to the check-out desk on your designated day, adhering to the posted instructions.\n\n', 'From your room, you can contact Reception by dialing 9 to avoid unnecessary movement, and obtain assistance for medical needs, schedule inquiries, stay extensions, maintenance services, and more.\n\n', 'If you arrive without a prior reservation, one person may proceed to the check-in desk, following the on-screen guidance, and provide documentation for accompanying guests, if applicable.\n\n', 'Should Reception staff be engaged, please wait your turn while maintaining a safe distance; you will be attended to as soon as possible.\n\n', 'When paying, kindly utilize card payments. If using a card, rest assured that it will not be handled by our staff at any time. Post-payment, the card reader is thoroughly disinfected.\n\n', 'To ensure your safety, we have removed all printed materials from our counters, including facility information leaflets and hotel maps; instead, you can access this digital content through a QR code.\n\n', 'To minimize interactions with Reception, please follow these steps: if you have a reservation, proceed to the check-in desk as indicated; on departure day, go directly to the check-out desk, adhering to posted instructions.\n\n', 'By dialing 9 from your room phone, you can contact Reception without leaving your accommodations, and request assistance for medical needs, schedule inquiries, stay extensions, maintenance services, or other concerns.\n\n', 'When arriving without a prior reservation, one person may proceed to the check-in desk; if necessary, bring documentation for accompanying guests. Follow on-screen guidance to complete the process.\n\n', 'To ensure efficient service and maintain social distancing, please wait your turn when Reception staff are engaged, and you will be attended to as soon as possible.']",11,15,"['\nWhy are there no brochures at the service desks anymore?\n', '\nHave info sheets been taken away from the reception areas?\n', '\nCan you tell me why the literature racks are empty?\n', '\nAre the flyers that used to be here now gone?\n', '\nWhen did they stop putting out the informational papers?\n', ""\nWhy don't I see any handouts on the counters anymore?\n"", '\nHave the display stands with information been removed recently?\n', ""\nWhy aren't there any printed guides available at the front desk?\n"", '\nCan you explain why all the print materials have been taken away?']"
20, How will the hotel provide information about its facilities and maps?,"
In order to avoid going to reception and, in some moments, to save time to be attended,
please follow these instructions:
  If you already have a reservation with us, please wait your turn by
following the signs at the Reception to get to the check-in desk.
  On the day of your departure, please go directly to the check-out desk,
always respecting the indications.
  From your room you can call reception by dialing 9 to avoid having to
move, if you need medical assistance, information on schedules, extension
of your stay, maintenance service, etc.
  If you arrive at the hotel without prior reservation, one person can go to
the check-in desk, following the instructions shown on the signs, and
bringing the documentation of your companion(s), if applicable.
If the reception staff is busy, please wait your turn, respecting the safety distance, and
you will be attended to as soon as possible.
If possible, please pay by card. If you pay by card, the card will not be handled by the
employee at any time. After each use the dataphone is disinfected.
To guarantee your security, we have removed from our counters any information
leaflets of our facilities, maps of the Hotel, etc... but they will be provided to you in digital
format through a QR code.",20,"['For guests with existing reservations, kindly follow the signs at Reception to reach the check-in desk.\n\n', 'To expedite your departure, please proceed directly to the check-out desk on your designated day, adhering to the posted instructions.\n\n', 'From your room, you can contact Reception by dialing 9 to avoid unnecessary movement, and obtain assistance for medical needs, schedule inquiries, stay extensions, maintenance services, and more.\n\n', 'If you arrive without a prior reservation, one person may proceed to the check-in desk, following the on-screen guidance, and provide documentation for accompanying guests, if applicable.\n\n', 'Should Reception staff be engaged, please wait your turn while maintaining a safe distance; you will be attended to as soon as possible.\n\n', 'When paying, kindly utilize card payments. If using a card, rest assured that it will not be handled by our staff at any time. Post-payment, the card reader is thoroughly disinfected.\n\n', 'To ensure your safety, we have removed all printed materials from our counters, including facility information leaflets and hotel maps; instead, you can access this digital content through a QR code.\n\n', 'To minimize interactions with Reception, please follow these steps: if you have a reservation, proceed to the check-in desk as indicated; on departure day, go directly to the check-out desk, adhering to posted instructions.\n\n', 'By dialing 9 from your room phone, you can contact Reception without leaving your accommodations, and request assistance for medical needs, schedule inquiries, stay extensions, maintenance services, or other concerns.\n\n', 'When arriving without a prior reservation, one person may proceed to the check-in desk; if necessary, bring documentation for accompanying guests. Follow on-screen guidance to complete the process.\n\n', 'To ensure efficient service and maintain social distancing, please wait your turn when Reception staff are engaged, and you will be attended to as soon as possible.']",11,15,"[' What techniques will the hostel employ to convey knowledge about its services and layout ', ' In what ways will the establishment share details about its features and directions ', ' What systems will the inn utilize to supply data about its facilities and maps ', ' How will the accommodation business broadcast information regarding its infrastructure and maps ', ' Through which channels will the hotel disseminate intelligence concerning its amenities and charts ', ' In what manner will the lodging deliver news about its facilities and layouts ', ' Via which mediums will the establishment transmit details regarding its features and maps ', ' What tools will the hotel use to communicate knowledge about its services and directions ', ' How will the accommodation venue provide updates on its amenities and floor plans ', '']"
21,What is the purpose of wearing a face mask in the hotel?,"
 It is mandatory to circulate around the hotel with a face mask.",21,"['\nWearing a facial covering is obligatory in all areas of the hotel ', '\nFace coverings are required for everyone strolling within the hotel grounds ', '\nA mandatory mouth and nose covering must be worn when moving about the hotel ', '\nEveryone present in the hotel area must wear a face mask at all times ', '\nIn order to maintain a safe environment, wearing a facial covering is essential while in the hotel ', '\nIt is imperative to don a face mask before entering any part of the hotel ', '\nA face mask is an absolute necessity for anyone wishing to move around the hotel ', '\nNo individual may enter or be present within the hotel without a facial covering ', ""\nAll individuals are required to wear a face mask when accessing the hotel's public areas "", '']",12,15,[]
