;question;answer;question_index;answer_reformulate;answer_index;document_index;question_reformulate
10;What are the consequences of obstructing regular transit in the Facility? ;"
There is an absolute prohibition inside the Facility
against obstructing regular transit, stopping or
depositing goods and/or personal belongings near/in
stairways and/or corridors of the Facility, or at
emergency exits. Escape routes, corridors and
emergency exits shall be kept clear at all times. It is also
strictly forbidden to use the emergency exits if there is
no emergency.";10;['\nThe Facility has a strict policy ', '\nProhibited activities include blocking ', '\nInterfering with normal access is not allowed ', '\nStopping or leaving items in corridors is banned ', '\nClear pathways are essential at all times ', '\nEmergency exits must remain unblocked ', '\nUsing emergency exits unnecessarily is forbidden ', '\nNo hindrance is permitted in the Facility ', '\nThe escape routes must always be clear ', '\nBlocking exit routes is strictly prohibited ', ''];9;11;[' The effects of preventing smooth passage through the Venue.\n\n', ' How does impeding routine circulation affect operations at the Center?\n\n', ' Consequences of blocking standard movement in the Complex.\n\n', ' What are the repercussions of disrupting regular throughput in the Site?\n\n', ' Can you tell me what happens when standard flow is blocked at the Facility?\n\n', ' Will there be any outcomes from stopping usual transit within the Premises?\n\n', ' How might preventing normal passage through the Infrastructure impact activities?\n\n', ' Are there any results from obstructing smooth movement in the Environment?\n\n', ' What would happen if regular traffic were to be prevented from passing through the Campus?']
12;What is the penalty for obstructing emergency exits?;"Anyone who obstructs or blocks stairways, escape
routes, corridors and/or emergency exits or uses them
if there is no actual emergency will be subject to a
penalty of Euro 250 (two hundred and fifty), and will
also be required to pay compensation for any further
loss, as appropriate.";12;[' Anyone who impedes or congests stairways, emergency exits, or passages ', ' Obstructors of stairways, escapes, halls, and exit routes will be subject to penalties ', ' Those who block stairways, escapes, corridors and exits will incur a fine of 250 euros ', ' Anybody obstructing stairways, escape routes, hallways and emergency exits will be liable for €250 in fines ', ' Blocking or hindering staircases, escapes, passages and exits will be penalized with €250 ', ' Obstacles on stairways, escape routes, corridors, and exits will incur a fine of 250 euros ', ' Any person obstructing stairways, emergency exits and escape routes will be fined 250 euros ', ' Hindrance of stairways, exit paths, corridors, or emergency exits will result in a penalty of €250'];10;11;"['\nHow much does it cost to prevent access to emergency routes?\n\n', '\nCan you be fined for stopping up escape routes in emergencies?\n\n', ""\nWhat's the financial punishment for blocking exit paths during an emergency?\n\n"", '\nIs there a monetary penalty for obstructing emergency egress routes?\n\n', '\nDo the law enforce a fee for blocking escape routes in emergency situations?\n\n', '\nHow much does it cost to impede access to emergency exits in buildings?\n\n', '\nAre there any fines associated with stopping people from exiting a building quickly during emergencies?\n\n', ""\nWhat's the monetary price of preventing people from leaving a building safely during an emergency?\n\n"", '\nCan you get penalized financially for blocking exit paths in emergency situations?']"
13;What is the main reason for the smoking prohibition inside the Facility? ;"Smoking is absolutely forbidden inside the Facility,
pursuant to the provisions of Article 51 of Law no. 3 of
16 January 2003, as amended, except in any specially
designated smoking areas. This prohibition also
extends to electronic devices and substitutes for smoke
products. Offenders will be required to pay the
administrative sanction indicated in Article 51 of Law
no. 3 of 16 January 2003, as amended.";13;[' Smoking is completely banned inside Facility ', ' No smoking allowed within these walls ', ' Prohibited to smoke indoors ', ' The law strictly prohibits indoor smoking ', ' Smokers are not permitted inside Facility ', ' Smoking is an absolute no-no ', ' Indoor smoking is strictly forbidden ', ' Cigarette smoking is strictly prohibited in our building ', ' Non-compliance with indoor smoking ban will incur penalties'];11;11;"['\nThe key rationale supporting the no-smoking policy indoors is what? ', '\nInside the building, why have they made it a strict no-smoke zone? ', ""\nWhat's the main purpose of enforcing a smoke-free environment throughout the facility? "", '\nWhy was there an outright ban on smoking inside the premises? ', '\nAt the heart of the no-smoking rule within the Facility lies what fundamental consideration? ', ""\nInside the Facility, what's the underlying logic behind making it completely smoke-free? "", '\nWhat central idea justifies the total prohibition of indoor smoking at the Facility? ', '\nIn essence, why is there a complete ban on smoking inside the facility itself? ', '\nThe main reasoning behind the no-smoking policy within the building is what essential factor?']"
14;" 
What type of smoking products are also prohibited inside the Facility? ";"Smoking is absolutely forbidden inside the Facility,
pursuant to the provisions of Article 51 of Law no. 3 of
16 January 2003, as amended, except in any specially
designated smoking areas. This prohibition also
extends to electronic devices and substitutes for smoke
products. Offenders will be required to pay the
administrative sanction indicated in Article 51 of Law
no. 3 of 16 January 2003, as amended.";14;[' Smoking is completely banned inside Facility ', ' No smoking allowed within these walls ', ' Prohibited to smoke indoors ', ' The law strictly prohibits indoor smoking ', ' Smokers are not permitted inside Facility ', ' Smoking is an absolute no-no ', ' Indoor smoking is strictly forbidden ', ' Cigarette smoking is strictly prohibited in our building ', ' Non-compliance with indoor smoking ban will incur penalties'];11;11;[' What types of tobacco products are not permitted in the building ', ' Which forms of smoking paraphernalia are banned from being used indoors ', ' What sort of smoking items are verboten in the facility ', ' Are electronic cigarettes allowed, or are they also prohibited ', ' Can any type of smoking product be lit up inside the establishment ', ' What sorts of combustible goods are strictly forbidden within the building ', ' Is there a blanket ban on all types of smoking products indoors ', ' Which smoking-related substances are absolutely not permitted in the premises ', ' Can no forms of smoking whatsoever be used within the facility']
15;" 
What is the consequence for those who break the smoking prohibition inside the Facility? ";"Smoking is absolutely forbidden inside the Facility,
pursuant to the provisions of Article 51 of Law no. 3 of
16 January 2003, as amended, except in any specially
designated smoking areas. This prohibition also
extends to electronic devices and substitutes for smoke
products. Offenders will be required to pay the
administrative sanction indicated in Article 51 of Law
no. 3 of 16 January 2003, as amended.";15;[' Smoking is completely banned inside Facility ', ' No smoking allowed within these walls ', ' Prohibited to smoke indoors ', ' The law strictly prohibits indoor smoking ', ' Smokers are not permitted inside Facility ', ' Smoking is an absolute no-no ', ' Indoor smoking is strictly forbidden ', ' Cigarette smoking is strictly prohibited in our building ', ' Non-compliance with indoor smoking ban will incur penalties'];11;11;"[' What happens when someone disregards no-smoking regulations on-site? ', ' Breaking of smoking ban within facilities: what are the repercussions? ', "" Smoking prohibited within premises: what's the outcome for violators? "", ' Smoking restrictions in place, penalties for non-compliance ', ' Smokers punished for breaching no-smoking rule indoors ', "" Those who smoke despite facility-wide prohibition: what's next? "", ' Smoker faces penalty after smoking inside the building ', ' Consequences of smoking within a prohibited area on-site ', ' Individuals smoking where prohibited face repercussions']"
16;" 
What type of areas are allowed for smoking inside the Facility?";"Smoking is absolutely forbidden inside the Facility,
pursuant to the provisions of Article 51 of Law no. 3 of
16 January 2003, as amended, except in any specially
designated smoking areas. This prohibition also
extends to electronic devices and substitutes for smoke
products. Offenders will be required to pay the
administrative sanction indicated in Article 51 of Law
no. 3 of 16 January 2003, as amended.";16;[' Smoking is completely banned inside Facility ', ' No smoking allowed within these walls ', ' Prohibited to smoke indoors ', ' The law strictly prohibits indoor smoking ', ' Smokers are not permitted inside Facility ', ' Smoking is an absolute no-no ', ' Indoor smoking is strictly forbidden ', ' Cigarette smoking is strictly prohibited in our building ', ' Non-compliance with indoor smoking ban will incur penalties'];11;11;[' What kinds of zones permit indoor smoking within the facility ', ' Which regions are earmarked for smoking while indoors ', ' What spaces allow smoking to take place within the confines of the building ', ' Smoking is permitted in certain sections of the property ', ' Are there any areas marked for smoking inside the given structure ', ' Can you identify the spots where smoking is allowed indoors ', ' In which locations can one smoke while being within the facility ', ' Which parts of the building have designated areas for indoor smoking ', ' What spaces are set aside for people to smoke within the premises']
17;Is smoking allowed inside the facility?;"
Operations also requires its Guests to refrain from
smoking in the external areas at or facing the Facility
entrance.";17;"[' No smoking is permitted outside the entrance of the premises ', ' Smoking prohibition applies to all external spaces adjacent to the building entrance ', ' The facility requests that guests refrain from lighting up in the outdoor areas near the main entrance ', "" External smoking restrictions are enforced at and around the facility's entrance point "", "" Guests are asked not to smoke in the surrounding areas of the facility's main entry "", ' Smoking is strictly prohibited in the outdoor zones facing the building entrance ', ' Visitors are kindly requested to avoid smoking outside the main entry area of the facility ', "" No smoking is allowed within a certain radius of the facility's primary entrance "", "" External smoking bans are in effect at and adjacent to the facility's main entrance point""]";12;11;['\nDoes the establishment permit indoor cigarette usage? ', '\nCan one light up a cigarette while indoors? ', '\nAre e-cigarettes and vaporizers allowed for use in-house? ', '\nMay one smoke cigarettes or cigars on-site? ', '\nIs smoking tolerated within the confines of the building? ', '\nDo visitors have permission to puff on cigars or cigarettes inside? ', '\nDoes the facility permit lit tobacco products within its walls? ', '\nCan patrons bring and consume combustible tobacco items indoors? ', '\nAre lit cigarettes, pipes, or other tobacco-containing devices permitted in-house?']
18;What are the obligations referred to in this Article?;"Subject to the foregoing, if the obligations referred to
in this Article are ignored, 21WOL Operations reserves
the right to terminate the Contract pursuant to Article
1456 of the Italian Civil Code. In this event, moreover,
the provisions of Article 12 of the General Terms and
Conditions will be applicable (“Contract Termination
by 21WOL Operations”).";18;[' Obligations stipulated in this article can be disregarded ', ' If these obligations are ignored ', ' If such undertakings are neglected ', ' Given that obligations have been overlooked ', ' In case of neglecting obligations ', ' Provided that obligations are not fulfilled ', ' With regard to the aforementioned, if commitments are disregarded ', ' Should obligations be neglected or ignored ', ' Taking into consideration the above conditions, in the event of obligation non-compliance ', ' As long as obligations referred to in this article remain unfulfilled'];13;11;['\nWhich responsibilities does this clause specify? ', '\nWhat duties is it mandatory for individuals to fulfill according to this section? ', '\nTo what legal or moral expectations must entities adhere as per this stipulation? ', '\nUnder which obligations are parties required to comply with the terms stated here? ', '\nWhat formal or informal responsibilities does this paragraph entail? ', '\nWhich requirements do stakeholders need to meet as outlined in this passage? ', '\nWhat specifications of behavior or compliance does this Article detail? ', '\nHow would you describe the undertakings that entities must make good on under this clause? ', '\nTo what extent are parties bound by the rules and regulations detailed within this provision?']
19;What are the consequences of tampering with a smoke detector? ;"21WOL Operations assumes no liability in the event
that the fire safety system is triggered by the illegal
burning of candles, by smoking or by tampering with
the smoke detector. The manipulation or obstruction of
a smoke detector will result in the imposition of a fine
of Euro 250.00 (two hundred and fifty) for each
incident. If the obligations referred to in this Article are
breached, the provisions of Article 6.2 will apply,
without prejudice to the entitlement to seek
compensation for greater loss.";19;[' \n21WOL Operations is not liable for any damages ', ' \n21WOL Operations does not accept liability in such events ', ' \nWe disclaim any liability in case of € \nThe management denies liability under these circumstances ', ' \n21WOL Operations waives all liability ', ' \nIn the event of a fire safety system being activated, no claims will be entertained ', ' \nIf a fire alarm is triggered due to smoking or candle-burning, 21WOL Operations will not be held accountable ', ' \nWe disclaim all responsibility in case of smoke detector tampering ', ' \nThe administration declines any liability for damages under these circumstances $'];14;11;"[' Is it advisable to mess around with a smoke sensor ', ' Can altering a smoke detector have serious repercussions ', ' Are there adverse effects from tampering with a fire safety device ', ' How can messing with a smoke detector lead to trouble ', "" What are the potential hazards of fooling with a smoke detector's programming "", ' Will juggling with a smoke alarm system go awry ', ' Could manipulating a smoke sensor have unforeseen consequences ', "" Is it smart to meddle with a smoke detector's components "", ' Can fiddling with a smoke detector cause problems down the line']"
20;"
What is the amount of the fine for manipulating or obstructing a smoke detector?";"21WOL Operations assumes no liability in the event
that the fire safety system is triggered by the illegal
burning of candles, by smoking or by tampering with
the smoke detector. The manipulation or obstruction of
a smoke detector will result in the imposition of a fine
of Euro 250.00 (two hundred and fifty) for each
incident. If the obligations referred to in this Article are
breached, the provisions of Article 6.2 will apply,
without prejudice to the entitlement to seek
compensation for greater loss.";20;[' \n21WOL Operations is not liable for any damages ', ' \n21WOL Operations does not accept liability in such events ', ' \nWe disclaim any liability in case of € \nThe management denies liability under these circumstances ', ' \n21WOL Operations waives all liability ', ' \nIn the event of a fire safety system being activated, no claims will be entertained ', ' \nIf a fire alarm is triggered due to smoking or candle-burning, 21WOL Operations will not be held accountable ', ' \nWe disclaim all responsibility in case of smoke detector tampering ', ' \nThe administration declines any liability for damages under these circumstances $'];14;11;"['\nHow large is the penalty for meddling with or disabling a smoke sensor? ', ""\nWhat's the cost of messing with or blocking a fire detector? "", '\nHow big is the fine for fiddling with or compromising a smoke warning system? ', ""\nWhat's the monetary consequence for monkeying around with or sabotaging a smoke alarm? "", '\nHow much will you be penalized for meddling with or disabling a fire safety device? ', ""\nWhat's the amount of the sanction for interfering with or blocking a smoke detector's operation? "", '\nHow large is the penalty for fooling around with or rendering a smoke sensor inoperable? ', ""\nWhat's the financial consequence for tampering with or impeding the proper functioning of a fire alarm system? "", '\nHow much will you be charged for interfering with or disrupting the normal operation of a smoke detection device?']"
21;What is the penalty for introducing weapons or hazardous substances into the Facility?;"There is an absolute prohibition against introducing
weapons (and/or instruments considered dangerous
and/or likely to cause damage), drugs or hazardous
substances into the Facility. Offenders in this regard
will be subject to a penalty of Euro 500 (five hundred),
subject to damages for any further loss incurred.";21;"[' \nA strict ban is in place against introducing arms, narcotics and toxic materials ', ' \nNo contraband, including firearms, controlled substances or poisonous agents, may be brought into the Facility ', ' \nAny attempt to introduce lethal instruments, illicit drugs or destructive chemicals will result in a fine of 500 euros ', ' \nWeapons, explosive devices, narcotics, and hazardous materials are strictly prohibited from entering the Facility ', ' \nThe introduction of deadly arms, dangerous substances, and illicit medications is strictly forbidden ', ' \nA zero-tolerance policy exists for introducing guns, poisonous agents, and controlled substances into the Facility ', ' \nThe bringing in of lethal instruments, controlled substances, or toxic materials will incur a penalty of 500 euros ', ' \nAny person attempting to bring arms, narcotics, or destructive chemicals into the Facility will be subject to disciplinary action ', "" \nA severe penalty applies for introducing firearms, illicit drugs, and hazardous substances into the Facility's premises "", '']";15;11;"[' To what extent can one be penalized for smuggling arms or poisonous substances into the complex?\n\n', "" How severe is the punishment for introducing lethal devices or noxious compounds into the facility's domain?\n\n"", ' Can you advise on the disciplinary actions taken against individuals who bring in weapons of mass destruction or hazardous chemicals?\n\n', ' What are the sanctions for permitting unauthorized entry of explosives, toxic waste, or other dangerous materials?\n\n', "" Are there any consequences for bringing lethal contraptions or poisonous substances into the site's perimeter?\n\n"", ' How stringent are the penalties for allowing unapproved access to deadly arms or poisonous substances?\n\n', ' What measures are in place to penalize those who smuggle firearms, hazardous chemicals, or other prohibited items onto the property?\n\n', "" To what extent can one be held accountable for introducing lethal devices, toxic waste, or other hazardous materials into the facility's boundaries?\n\n"", ' Are there any repercussions for allowing entry of explosives, poisonous substances, or other deadly contraptions beyond authorized access points?']"
22;What are the consequences of breaching the obligations in this Article?;"If the obligations referred to in this Article are
breached, the provisions of Article 6.2 above will
apply. The foregoing is without prejudice to the
Facility's entitlement to promptly call internal security
or the external law enforcement agencies, and to take
any other measures considered appropriate, also in
order to safeguard Guests.";22;"[' If conditions outlined here are disobeyed,\n', ' When stipulations mentioned are disregarded,\n', ' The consequences detailed in Article 6.2 will come into effect.\n', ' This does not preclude the Facility from contacting internal security forces immediately,\n', ' Or seeking assistance from external law enforcement authorities as necessary,\n', ' To ensure Guest safety, other measures can be taken too,\n', ' Including requesting support from relevant agencies without delay,\n', ' The right to initiate internal security measures or seek outside help is retained,\n', ' Furthermore, the ability to take steps considered necessary remains intact,\n', "" This power to act may be exercised in order to protect Guests' well-being.""]";16;11;"[' Failing to comply with the requirements outlined in this section results in what repercussions?\n\n', ' If the duties specified in this Article are not fulfilled, what are the resulting impacts?\n\n', "" What are the effects of neglecting one's obligations as stated in this provision?\n\n"", ' The outcomes of ignoring the stipulations set forth in this clause would be...\n\n', ' In the event that someone fails to uphold their commitments outlined in this article, what are the subsequent consequences?\n\n', ' If an individual breaches the undertakings made under this section, what will happen next?\n\n', "" What penalties or repercussions arise from neglecting one's responsibilities as specified in this provision?\n\n"", ' The aftereffects of failing to meet the obligations described in this Article would be...\n\n', ' Breaching the commitments outlined in this clause has what implications?']"
23;What is the minimum age to possess and consume alcohol according to the text? ;"Children under the age of 18 (eighteen) are forbidden
from possessing and/or consuming alcohol inside the
Facility, or in places adjacent thereto. The possession
and consumption of alcohol, if allowed, will only be
tolerated in moderate quantities. Offenders in this
regard will be subject to a penalty of Euro 250 (two
hundred and fifty), subject to damages for any further
loss incurred.";23;[' \nYouth under the age of majority are not permitted to possess or ingest alcoholic beverages on site ', ' \nIndividuals below 18 years old are forbidden from having and/or consuming booze inside the building, or adjacent spaces ', ' \nThe consumption of alcoholic drinks by minors will be penalized with a fine of €250 ', ' \nNo person younger than 18 is allowed to carry or consume liquor within the grounds or nearby areas ', ' \nThose under the age of consent are strictly prohibited from owning or drinking alcohol on the premises ', ' \nIndividuals below the legal drinking age are not permitted to possess, store or ingest alcoholic beverages inside the facility ', ' \nThe possession and consumption of booze by youngsters will incur a penalty of €250 ', ' \nYouth under 18 years old are forbidden from possessing, storing or consuming liquor within the building ', ' \nChildren under the legal drinking age are strictly prohibited from owning, storing or drinking alcoholic drinks on site ', ''];17;11;"[' At what point does the text indicate that one can legally purchase and drink liquor ', ' Can we infer the minimal drinking age from the given information ', ' Is there a specific age mentioned in relation to consuming alcoholic beverages ', ' According to the content, at what age is it permissible to buy and consume alcohol ', "" What's the lowest drinking age mentioned within the written passage "", "" What's the age threshold for being allowed to drink liquor according to the text "", ' Can we deduce the minimum drinking age from the provided details ', ' Is there a particular age that signifies one can legally purchase and consume alcoholic beverages ', "" What's the minimum age at which it becomes permissible to consume alcohol, as indicated by the passage "", '']"
24; What is the penalty for consuming excessive alcohol?;"Children under the age of 18 (eighteen) are forbidden
from possessing and/or consuming alcohol inside the
Facility, or in places adjacent thereto. The possession
and consumption of alcohol, if allowed, will only be
tolerated in moderate quantities. Offenders in this
regard will be subject to a penalty of Euro 250 (two
hundred and fifty), subject to damages for any further
loss incurred.";24;[' \nYouth under the age of majority are not permitted to possess or ingest alcoholic beverages on site ', ' \nIndividuals below 18 years old are forbidden from having and/or consuming booze inside the building, or adjacent spaces ', ' \nThe consumption of alcoholic drinks by minors will be penalized with a fine of €250 ', ' \nNo person younger than 18 is allowed to carry or consume liquor within the grounds or nearby areas ', ' \nThose under the age of consent are strictly prohibited from owning or drinking alcohol on the premises ', ' \nIndividuals below the legal drinking age are not permitted to possess, store or ingest alcoholic beverages inside the facility ', ' \nThe possession and consumption of booze by youngsters will incur a penalty of €250 ', ' \nYouth under 18 years old are forbidden from possessing, storing or consuming liquor within the building ', ' \nChildren under the legal drinking age are strictly prohibited from owning, storing or drinking alcoholic drinks on site ', ''];17;11;"[' What happens if you indulge in too much booze?\n\n', "" What's the punishment for binge drinking?\n\n"", ' Can you get into trouble for overindulging in alcoholic beverages?\n\n', ' Are there consequences to overdrinking?\n\n', ' How does excessive liquor consumption affect you legally?\n\n', ' What are the ramifications of heavy drinking habits?\n\n', ' Is there a penalty for consuming too many drinks in one sitting?\n\n', "" What's the fallout from drinking too much?\n\n"", ' Can you face repercussions for excessive alcohol use?']"
25;What are the obligations referred to in this Article?;"If the obligations referred to in this Article are
breached, the provisions of Article 6.2 above will
apply.";25;['\nIf these duties are neglected, then the stipulations ', '\nIf the conditions mentioned in this Section are not met ', '\nWhen the requirements detailed here are disregarded ', '\nThe circumstances described in this Paragraph arise ', '\nIn case of non-compliance with the provisions of this Article ', '\nWhen the obligations specified in this Clause are unfulfilled ', '\nThe failure to observe these rules will result in application ', '\nIf the regulations set out in this Section are transgressed ', '\nUpon non-observance of the terms mentioned above ', '\nUpon a breach of the commitments outlined in this Rule ', ''];18;11;[' Which responsibilities does this Article encompass?\n\n', ' To what specific undertakings is this Article referring?\n\n', ' Can you identify the commitments outlined in this legislation?\n\n', ' What are the particular burdens placed upon individuals by this law?\n\n', ' Are there any explicit requirements or rules stated in this Article?\n\n', ' What are the exact expectations placed on entities governed by this provision?\n\n', ' Which explicit tasks, duties, or obligations does this document mention?\n\n', ' Can you specify what responsibilities this regulation imposes on affected parties?']
